"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","371","2.932","26.7","12.9","26.1","11.3","12.9","5.4","3.5",".",".",".",".",".","1.1",".",".","."
"","002
103","361","2.988","26.9","12.2","26.3","12.5","16.9","3.9","1.1","0.3",".",".",".",".",".",".",".","."
"","003
103","359","2.958","27.3","13.6","26.2","13.6","9.2","7.0","2.8",".",".",".",".",".","0.3",".",".","."
"","103
004","359","2.989","27.6","13.9","20.6","17.8","14.5","3.6","1.7",".",".",".",".",".",".",".",".","0.3"
"","103
005","362","3.021","28.7","12.4","23.5","14.9","14.6","4.1","0.8",".",".",".",".",".","0.8",".",".","."
"","006
103","358","2.997","27.7","14.5","20.4","17.3","14.8","4.2","1.1",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","2170","2.981","27.5","13.3","23.9","14.6","13.8","4.7","1.8","0.0",".",".",".",".","0.4",".",".","0.0"
"","001
104","332","2.883","21.7","9.6","32.5","8.4","21.4","6.3",".",".",".",".",".",".",".",".",".","."
"","104
002","218","2.933","21.6","9.2","36.2","9.6","18.8","4.6",".",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","550","2.903","21.6","9.5","34.0","8.9","20.4","5.6",".",".",".",".",".",".",".",".",".","."
"General Chemistry","108
001","258","2.898","13.2","20.5","29.8","16.7","14.0","3.9","1.2",".",".",".",".",".","0.4",".","0.4","."
"","109
001","347","3.192","33.7","13.8","24.2","14.1","13.8","0.3",".",".",".",".",".",".",".",".",".","."
"","002
109","287","3.247","28.2","25.1","29.6","7.0","8.7","0.3","1.0",".",".",".",".",".",".",".",".","."
"","109
003","90","3.410","31.1","33.3","25.6","5.6","2.2","1.1",".","1.1",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","724","3.241","31.2","20.7","26.5","10.2","10.4","0.4","0.4","0.1",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","24","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","Course Total","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
001","31","3.903","87.1","6.5",".",".","3.2",".",".",".",".",".",".",".",".",".","3.2","."
"","299
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
058","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
111","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","46","3.944","89.1","4.3",".",".","2.2",".",".",".",".",".",".",".",".",".","4.3","."
"Chem Across the Periodic Table","311
001","35","3.057","17.1","28.6","20.0","17.1","17.1",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","83","3.030","19.3","9.6","42.2","15.7","10.8","1.2",".",".",".",".",".",".",".","1.2",".","."
"Fundamentals of Analytical Sci","329
001","77","3.032","28.6","15.6","24.7","11.7","14.3","2.6","2.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","107","2.715","19.6","3.7","28.0","8.4","36.4","1.9","1.9",".",".",".",".",".",".",".",".","."
"","342
001","11","3.455","27.3","45.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
342","9","3.500","22.2","44.4","22.2",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Organic Chemistry Lab","Course Total","20","3.474","25.0","45.0","20.0","5.0",".",".",".",".",".",".",".",".","5.0",".",".","."
"","001
343","347","2.717","21.9","4.0","24.8","12.7","28.8","5.5","2.0",".",".",".",".",".","0.3",".",".","."
"","343
002","214","2.693","19.6","11.7","21.5","14.0","18.2","8.9","4.2",".",".",".",".",".","1.4",".",".","0.5"
"","003
343","223","2.588","20.2","12.6","19.3","12.1","19.7","5.4","10.3",".",".",".",".",".",".",".",".","0.4"
"","343
004","70","3.336","35.7","12.9","40.0","5.7","5.7",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 171 of 403",""
