"","602
001","7","3.667","57.1","14.3",".","14.3",".",".",".","","14.3",".","",".",".","",".","",".",".",".","."
"","002
602","14","3.714","42.9","57.1",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"","602
003","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Special Topics in EP","Course Total","24","3.717","50.0","41.7",".","4.2",".",".","",".","4.2","",".",".","",".","",".",".",".",".","."
"E P
347","Dept. Total","111","3.426","46.8","14.4","22.5","3.6","4.5","0.9","",".","0.9","",".",".","",".","",".","6.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.333","33.3",".","66.7",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","30","3.256","36.7","10.0","40.0","6.7","3.3","3.3","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","40","3.453","50.0","20.0",".","5.0","10.0",".","",".",".","",".",".","",".","",".","15.0",".",".","."
"Undergraduates","","76","3.340","43.4","14.5","21.1","5.3","6.6","1.3","",".",".","",".",".","",".","",".","7.9",".",".","."
"Special","","3","4.000","66.7",".",".",".",".",".","",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.576","53.1","15.6","28.1",".",".",".","",".",".","",".",".","",".","",".","3.1",".",".","."
"","Dept. Total","111","3.426","46.8","14.4","22.5","3.6","4.5","0.9","",".","0.9","",".",".","",".","",".","6.3",".",".","."
