"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"","355
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","355
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Electromech Energy Conversn","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Elect Power for Alt Energy Sys","356
001","","21","3.143","19.0","28.6","28.6","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","38","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","","135","3.270","28.1","10.4","51.9","8.1","0.7","0.7",".",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","002
377","","108","3.236","22.2","35.2","19.4","17.6","4.6",".","0.9",".",".",".",".",".",".",".",".","."
"","379
001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"","379
101","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Elect&Computer Engr","Course Total","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".",".","4.2",".","."
"","399
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Intro Feedback Control Lab","409
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","411
001","","33","2.773","18.2","27.3","18.2","6.1","18.2","3.0","9.1",".",".",".",".",".",".",".",".","."
"","411
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","411
003","","18","2.912","16.7","22.2","22.2","16.7","11.1",".","5.6",".",".",".",".",".","5.6",".",".","."
"Intro to Electric Drive Sys","Course Total","","54","2.802","16.7","24.1","20.4","11.1","16.7","1.9","7.4",".",".",".",".",".","1.9",".",".","."
"","427
001","","36","3.500","30.6","38.9","30.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
427","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","427
003","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","Course Total","","55","3.609","43.6","34.5","21.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Signal Processing","431
001","","38","3.434","39.5","21.1","26.3","13.2",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","","19","3.553","52.6","21.1","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","","11","3.350","9.1","54.5","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"Applied Communications Sys","447
001","","14","3.607","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mobile Computing Laboratory","454
001","","23","3.609","52.2","30.4","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462
001","","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computers in Medicine","463
001","","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","489
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","491
025","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
047","","6","4.000","16.7",".",".",".",".",".",".",".",".",".",".",".","83.3",".",".","."
"","491
066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
