"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","118
001","12","3.333","33.3","25.0","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","118
002","13","3.192","38.5","30.8","7.7","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","118
003","14","3.538","35.7","42.9","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","7.1"
"","118
004","14","2.643",".","28.6","14.3","42.9","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","118
005","14","3.464","21.4","57.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","15","3.567","66.7","20.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
008","12","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
009","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
010","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
118","14","2.857","14.3","14.3","42.9","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","012
118","15","3.100","13.3","40.0","33.3","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
013","13","2.577","7.7","15.4","46.2","7.7","7.7",".","15.4",".",".",".",".",".",".",".",".","."
"","014
118","13","3.462","46.2","15.4","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","118
015","14","3.536","35.7","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
016","15","3.233","20.0","46.7","26.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
017","14","3.036","35.7","21.4","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","018
118","15","2.867","33.3","13.3","20.0","13.3","6.7",".","13.3",".",".",".",".",".",".",".",".","."
"","118
019","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","260","3.303","34.2","31.9","19.6","6.2","3.1",".","4.6",".",".",".",".",".",".",".",".","0.4"
"","122
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","147","3.403","29.3","42.2","17.0","7.5","0.7",".","2.0","0.7",".",".",".",".",".","0.7",".","."
"","167
001","174","3.262","13.8","38.5","36.2","6.3","4.0",".",".",".",".",".",".",".",".","1.1",".","."
"","002
167","30","3.259","33.3","16.7","23.3","13.3","10.0",".",".",".",".",".",".",".","3.3",".",".","."
"Intro-Brit & Amer Lit pre-1914","Course Total","204","3.261","16.7","35.3","34.3","7.4","4.9",".",".",".",".",".",".",".","0.5","1.0",".","."
"","169
001","237","3.297","24.9","33.3","27.0","8.0","5.1","0.8","0.4",".",".",".",".",".","0.4",".",".","."
"","002
169","21","3.575","33.3","42.9","19.0",".",".",".",".",".",".",".",".",".",".","4.8",".","."
"Intro to Modern American Lit","Course Total","258","3.318","25.6","34.1","26.4","7.4","4.7","0.8","0.4",".",".",".",".",".","0.4","0.4",".","."
"","173
001","20","3.882","70.0","10.0","5.0",".",".",".",".",".",".",".",".",".","15.0",".",".","."
"","173
002","18","3.472","16.7","61.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","Course Total","38","3.671","44.7","34.2","13.2",".",".",".",".",".",".",".",".",".","7.9",".",".","."
"","177
001","262","3.711","50.8","45.0","2.7","0.4",".",".","0.8",".",".",".",".",".",".",".","0.4","."
"","177
002","105","3.655","51.4","28.6","16.2","1.0","1.0",".",".",".",".",".",".",".",".","1.0","1.0","."
"Literature and Popular Culture","Course Total","367","3.695","51.0","40.3","6.5","0.5","0.3",".","0.5",".",".",".",".",".",".","0.3","0.5","."
"","201
001","13","3.692","69.2","15.4",".","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","11","3.591","54.5","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","003
201","16","3.219","31.3","31.3","25.0",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","201
004","18","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","17","3.265","11.8","47.1","29.4","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","201
007","16","3.250","12.5","50.0","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.324","23.5","47.1","17.6","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"","201
009","17","3.469","47.1","23.5","11.8","5.9",".","5.9",".",".",".",".",".",".",".","5.9",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 202 of 403",""
