"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2894","3.547","50.2","22.3","16.4","4.3","2.2","0.4","0.4","1.5","",".","1.6",".","0.2","0.4",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.397","3.4","13.8","20.7","17.2","31.0","10.3","3.4",".","",".",".",".",".",".",".",".","."
"Sophomore","","29","2.881","10.3","27.6","24.1","17.2","13.8",".","3.4",".","",".",".",".",".","3.4",".",".","."
"Junior","","138","3.508","54.3","18.1","14.5","6.5","5.8",".","0.7",".","",".",".",".",".",".",".",".","."
"Senior","","171","3.394","42.1","21.6","22.8","4.7","6.4","1.2","0.6","0.6","",".",".",".",".",".",".",".","."
"Undergraduates","","367","3.348","41.1","20.2","19.6","7.4","8.7","1.4","1.1","0.3","",".",".",".",".","0.3",".",".","."
"Special","","8","3.458","25.0","37.5","12.5","12.5",".",".",".","12.5","",".",".",".",".",".",".",".","."
"Graduate","","192","3.889","44.8","7.8",".",".",".",".",".","18.2","",".","23.4",".","3.1","2.1",".","0.5","."
"Prof Yr 1","","557","3.414","45.8","30.0","14.9","5.4","2.7","0.5","0.7",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","695","3.370","43.7","19.7","27.5","6.2","1.6","0.6","0.4",".","",".",".",".",".","0.3",".",".","."
"Prof Yr 3","","941","3.648","50.3","21.8","11.4","1.9","0.6",".",".","0.7","",".",".",".","13.3",".",".",".","."
"Prof Yr 4","","259","3.807","70.7","17.0","8.5","1.5",".",".",".",".","",".",".",".",".","2.3",".",".","."
"Professionals","","2452","3.564","49.6","22.6","16.4","3.9","1.3","0.3","0.3","0.3","",".",".",".","5.1","0.3",".",".","."
"","College Total","3019","3.547","48.2","21.4","15.8","4.1","2.1","0.4","0.4","1.5","",".","1.5",".","4.3","0.4",".","0.0","."
