"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","110
001","14","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","110
002","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","110
003","10","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"","110
004","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","50","",".",".",".",".",".",".",".",".",".","66.0","6.0",".",".",".","28.0","."
"ESL:Intmed Engl Lang Skills","114
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","115
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","004
115","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","115
005","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","115
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","93","",".",".",".",".",".",".",".",".",".","96.8","3.2",".",".",".",".","."
"","001
116","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
002","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","116
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","116
005","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
006","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
008","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","116
009","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","116
010","16","",".",".",".",".",".",".",".",".",".","75.0","18.8",".",".",".",".","."
"","116
012","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","116
013","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","015
116","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
016","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","222","",".",".",".",".",".",".",".",".",".","90.5","9.0",".",".",".",".","."
"","117
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","003
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","005
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","006
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","007
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
008","15","",".",".",".",".",".",".",".",".",".","80.0","20.0",".",".",".",".","."
"","117
009","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
010","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
011","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","012
117","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
013","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
015","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
016","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
017","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"ESL: Academic Writing I","Course Total","248","",".",".",".",".",".",".",".",".",".","96.0","4.0",".",".",".",".","."
