"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","41","3.100","26.8","14.6","24.4","14.6","17.1",".",".","2.4",".",".",".",".",".",".",".","."
"","002
100","45","2.944","28.9","2.2","35.6","8.9","20.0","2.2","2.2",".",".",".",".",".",".",".",".","."
"","003
100","43","2.791","18.6","16.3","20.9","11.6","23.3","9.3",".",".",".",".",".",".",".",".",".","."
"","004
100","43","2.907","20.9","7.0","46.5","7.0","7.0","11.6",".",".",".",".",".",".",".",".",".","."
"","100
005","48","3.125","27.1","10.4","39.6","10.4","10.4","2.1",".",".",".",".",".",".",".",".",".","."
"","100
006","45","2.722","11.1","11.1","31.1","17.8","22.2","6.7",".",".",".",".",".",".",".",".",".","."
"","100
007","45","2.922","24.4","6.7","33.3","8.9","22.2","4.4",".",".",".",".",".",".",".",".",".","."
"","100
008","48","3.000","16.7","16.7","33.3","16.7","12.5","2.1",".","2.1",".",".",".",".",".",".",".","."
"","100
009","50","2.920","18.0","10.0","40.0","10.0","18.0","4.0",".",".",".",".",".",".",".",".",".","."
"","100
010","49","2.929","18.4","20.4","30.6","10.2","12.2","6.1","2.0",".",".",".",".",".",".",".",".","."
"","100
011","47","2.946","17.0","10.6","44.7","8.5","10.6","6.4",".",".",".",".",".",".","2.1",".",".","."
"","012
100","48","3.063","29.2","4.2","37.5","12.5","14.6","2.1",".",".",".",".",".",".",".",".",".","."
"","100
013","44","2.773","6.8","15.9","40.9","6.8","25.0","4.5",".",".",".",".",".",".",".",".",".","."
"","100
014","34","2.618","11.8","2.9","41.2","20.6","8.8","11.8","2.9",".",".",".",".",".",".",".",".","."
"","015
100","44","2.920","22.7","13.6","29.5","6.8","22.7","2.3","2.3",".",".",".",".",".",".",".",".","."
"","100
016","39","3.103","38.5","2.6","35.9","7.7","7.7","5.1","2.6",".",".",".",".",".",".",".",".","."
"","017
100","41","2.902","26.8","9.8","22.0","14.6","19.5","7.3",".",".",".",".",".",".",".",".",".","."
"","018
100","43","2.884","34.9","4.7","25.6","9.3","9.3","14.0","2.3",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","797","2.924","22.1","10.2","34.1","11.2","15.8","5.5","0.8","0.3",".",".",".",".","0.1",".",".","."
"","211
001","28","3.000","25.0","10.7","35.7","10.7","14.3",".","3.6",".",".",".",".",".",".",".",".","."
"","211
002","44","2.852","25.0","11.4","20.5","13.6","22.7","4.5","2.3",".",".",".",".",".",".",".",".","."
"","211
003","45","3.044","20.0","15.6","44.4","2.2","13.3","4.4",".",".",".",".",".",".",".",".",".","."
"","211
004","44","2.886","20.5","18.2","25.0","4.5","25.0","6.8",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","161","2.941","22.4","14.3","31.1","7.5","19.3","4.3","1.2",".",".",".",".",".",".",".",".","."
"","300
001","184","3.283","29.3","23.9","28.3","6.5","9.2","0.5",".","2.2",".",".",".",".",".",".",".","."
"","300
002","24","3.417","41.7","20.8","25.0","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","208","3.299","30.8","23.6","27.9","6.3","9.1","0.5",".","1.9",".",".",".",".",".",".",".","."
"","301
001","39","3.244","23.1","25.6","30.8","17.9","2.6",".",".",".",".",".",".",".",".",".",".","."
"","301
002","42","3.202","21.4","28.6","26.2","16.7","7.1",".",".",".",".",".",".",".",".",".",".","."
"","003
301","33","3.258","24.2","39.4","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","301
004","41","3.244","19.5","34.1","29.3","9.8","7.3",".",".",".",".",".",".",".",".",".",".","."
"","005
301","33","3.394","30.3","36.4","21.2","6.1","6.1",".",".",".",".",".",".",".",".",".",".","."
"","301
006","40","3.238","25.0","32.5","20.0","15.0","5.0","2.5",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","228","3.259","23.7","32.5","24.6","11.4","7.5","0.4",".",".",".",".",".",".",".",".",".","."
"","302
001","37","3.297","27.0","18.9","45.9","2.7","5.4",".",".",".",".",".",".",".",".",".",".","."
"","302
002","42","3.286","21.4","19.0","54.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","79","3.291","24.1","19.0","50.6","3.8","2.5",".",".",".",".",".",".",".",".",".",".","."
"","310
001","46","3.217","30.4","21.7","26.1","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","002
310","44","3.205","27.3","18.2","31.8","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","90","3.211","28.9","20.0","28.9","13.3","6.7","2.2",".",".",".",".",".",".",".",".",".","."
"","340
001","14","3.393","28.6","28.6","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","340
002","41","3.366","26.8","26.8","41.5","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"","340
003","42","3.262","21.4","23.8","42.9","9.5","2.4",".",".",".",".",".",".",".",".",".",".","."
"","340
004","42","3.298","21.4","26.2","42.9","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Systems","Course Total","139","3.317","23.7","25.9","41.7","7.2","1.4",".",".",".",".",".",".",".",".",".",".","."
