"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"569","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Univ Symphony Orchestra","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"571
Chamber Orchestra","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"572
Adv Ensmbl-Classical Guitar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"574
Wind Ensemble","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"577
Chorale","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"578
Concert Choir","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"58
Madrigal Singers","001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"59
University Chorus","001","","54","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"591
Organ Literature & Design","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"60","001","","108","3.972","99.1",".",".",".",".","0.9",".",".",".",".",".",".",".",".",".","."
"60","002","","103","3.926","95.1","1.0","1.0",".","1.0",".","1.0","1.0",".",".",".",".",".",".",".","."
"All-Univ String Orchestra","Course Total","","211","3.950","97.2","0.5","0.5",".","0.5","0.5","0.5","0.5",".",".",".",".",".",".",".","."
"61
Chamber Orchestra","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Music Resrch Mthds & Matls","001","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"62
Univ Symphony Orchestra","001","","64","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"622
Baroque Counterpoint","001","","11","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"624
Form and Analysis II","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"751
Seminar in Piano Pedagogy","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Piano Pedagogy Workshop","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798
Smr-Instrumental Literature","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"821
Historical Music Theories 1","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"909
Music and Culture Workshop","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"911
Seminar in Musicology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915
Seminar in Ethnomusicology","001","","7","3.875","42.9","14.3",".",".",".",".",".",".",".",".",".",".","42.9",".",".","."
