"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","990
007","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".","",".","100.0",".",".",".",".",".",".",".","."
"SCAND ST
872","Dept. Total","242","3.730","60.7","24.4","7.0","0.8","1.2","0.8","",".","4.1",".",".",".","0.4","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.669","47.5","42.6","8.2",".",".","1.6","",".",".",".",".",".",".",".",".",".","."
"Sophomore","","50","3.666","52.0","36.0","8.0","2.0","2.0",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","57","3.747","71.9","12.3","8.8","1.8","3.5",".","",".",".",".",".",".",".","1.8",".",".","."
"Senior","","42","3.776","73.8","14.3","7.1",".",".","2.4","",".",".",".",".",".","2.4",".",".",".","."
"Undergraduates","","210","3.708","60.5","27.1","8.1","1.0","1.4","1.0","",".",".",".",".",".","0.5","0.5",".",".","."
"Special","","4","4.000","50.0",".",".",".",".",".","",".","50.0",".",".",".",".",".",".",".","."
"Graduate","","28","3.948","64.3","7.1",".",".",".",".","",".","28.6",".",".",".",".",".",".",".","."
"","Dept. Total","242","3.730","60.7","24.4","7.0","0.8","1.2","0.8","",".","4.1",".",".",".","0.4","0.4",".",".","."
