"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Reading","38","4.000","89.5",".",".",".",".","",".",".","5.3",".",".","",".","2.6","2.6",".",".","."
"CURRIC
Dept. Total
272","2205","3.933","68.0","4.6","1.6","0.3","0.1","",".","0.1","5.2","0.1","17.5","",".","1.4","0.8","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","23","3.921","87.0","8.7","4.3",".",".","",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","71","3.913","84.5","5.6","2.8","1.4","1.4","",".",".",".",".","4.2","",".",".",".",".",".","."
"Junior","308","3.879","70.8","7.1","2.9","0.6","0.3","",".","0.3",".",".","17.5","",".",".","0.3",".",".","."
"Senior","1153","3.950","67.9","3.8","1.2","0.2",".","",".","0.1",".",".","26.5","",".",".","0.2",".",".","."
"Undergraduates","1555","3.932","69.5","4.6","1.7","0.3","0.1","",".","0.1",".",".","23.3","",".",".","0.2",".",".","."
"Special","99","3.873","63.6","4.0","5.1",".","1.0","",".",".","1.0",".","16.2","",".",".","7.1",".","1.0","."
"Graduate","551","3.949","64.6","4.5","0.7","0.2",".","",".",".","20.7","0.4","1.5","",".","5.4","1.3","0.4","0.4","."
"Dept. Total","2205","3.933","68.0","4.6","1.6","0.3","0.1","",".","0.1","5.2","0.1","17.5","",".","1.4","0.8","0.1","0.1","."
