"","990
035","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","20","",".",".",".",".",".",".",".","55.0",".",".",".","45.0",".",".",".","."
"ART HIST
180","Dept. Total","755","3.383","37.7","18.0","14.7","8.7","4.0","1.1","0.4","11.1",".",".",".","2.0","1.5","0.1","0.5","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.133","27.6","20.7","24.1","13.8","10.3","3.4",".",".",".",".",".",".",".",".",".","."
"Sophomore","","98","3.225","25.5","27.6","24.5","17.3","5.1",".",".",".",".",".",".",".",".",".",".","."
"Junior","","146","3.442","48.6","19.2","15.1","8.9","5.5",".","0.7","0.7",".",".",".",".","1.4",".",".","."
"Senior","","261","3.318","37.9","21.1","18.0","10.0","4.2","2.3","0.8","1.1",".",".",".","2.3","1.5","0.4",".","0.4"
"Undergraduates","","563","3.310","37.5","21.7","19.0","11.4","5.3","1.4","0.5","0.7",".",".",".","1.1","1.1","0.2",".","0.2"
"Special","","79","3.636","3.8","3.8","1.3",".",".",".",".","86.1",".",".",".",".","1.3",".","3.8","."
"Graduate","","113","3.868","62.8","9.7","2.7","1.8",".",".",".","10.6",".",".",".","8.0","3.5",".","0.9","."
"","Dept. Total","755","3.383","37.7","18.0","14.7","8.7","4.0","1.1","0.4","11.1",".",".",".","2.0","1.5","0.1","0.5","0.1"
