"Research Colloquium for Majors","695
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Research for Major","697
049","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","699
004","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"RELIG ST
856","Dept. Total","475","3.439","34.9","35.4","16.2","5.5","2.1","0.6","1.3","1.9","",".","0.6","",".","",".","0.6",".","0.6","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.512","44.3","27.1","20.0","5.7",".",".","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Sophomore","","113","3.439","34.5","38.1","15.9","5.3","3.5","0.9","0.9",".","",".",".","",".","",".",".",".",".","0.9"
"Junior","","115","3.415","33.9","38.3","14.8","7.0","3.5","0.9","0.9",".","",".",".","",".","",".","0.9",".",".","."
"Senior","","162","3.416","33.3","37.7","17.3","4.9","1.2","0.6","1.9","1.2","",".","1.9","",".","",".",".",".",".","."
"Undergraduates","","460","3.435","35.4","36.3","16.7","5.7","2.2","0.7","1.3","0.4","",".","0.7","",".","",".","0.4",".",".","0.2"
"Special","","13","3.714","7.7","7.7",".",".",".",".",".","53.8","",".",".","",".","",".","7.7",".","23.1","."
"Graduate","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","475","3.439","34.9","35.4","16.2","5.5","2.1","0.6","1.3","1.9","",".","0.6","",".","",".","0.6",".","0.6","0.2"
