"","990
035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","20","",".",".",".",".",".",".",".","50.0","10.0",".",".","40.0",".",".",".","."
"FRENCH
400","Dept. Total","1110","3.415","37.5","32.9","15.4","5.0","3.4","0.7","1.1","2.3","0.2",".",".","0.8","0.3",".","0.2","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","274","3.240","20.1","40.5","24.5","7.7","4.7","0.4","2.2",".",".",".",".",".",".",".",".","."
"Sophomore","","224","3.406","29.0","40.2","17.9","6.7","2.7","1.3",".","0.4",".",".",".",".",".",".","0.4","1.3"
"Junior","","208","3.400","42.3","29.8","17.8","3.4","2.4","1.0","2.4","0.5",".",".",".",".",".",".",".","0.5"
"Senior","","229","3.467","45.9","29.3","9.2","4.8","6.1","0.9",".","3.1",".",".",".","0.4",".",".","0.4","."
"Undergraduates","","935","3.365","33.5","35.3","17.6","5.8","4.1","0.9","1.2","1.0",".",".",".","0.1",".",".","0.2","0.4"
"Special","","35","3.620","51.4","25.7","2.9","2.9",".",".","2.9","11.4",".",".",".",".","2.9",".",".","."
"Graduate","","138","3.844","61.6","17.4","3.6",".",".",".",".","8.7","1.4",".",".","5.8","1.4",".",".","."
"Prof Yr 3","","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1110","3.415","37.5","32.9","15.4","5.0","3.4","0.7","1.1","2.3","0.2",".",".","0.8","0.3",".","0.2","0.4"
