"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elementary Quechua","361
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Topics in LACIS","440
003","","13","3.392","15.4","53.8","7.7","15.4","",".",".","",".","",".","",".","",".",".","",".","","7.7",".",".","."
"LACIS
525","Dept. Total","","15","3.367","20.0","46.7","6.7","20.0","",".","",".","",".","",".","",".",".","",".","",".","6.7",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","3","3.167",".","66.7",".","33.3","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","8","3.250","12.5","50.0","12.5","25.0","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","12","3.289","16.7","50.0","8.3","25.0","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","","2","4.000","50.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","50.0",".",".","."
"Prof Yr 3","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Professionals","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","15","3.367","20.0","46.7","6.7","20.0","",".","",".","",".","",".","",".",".","",".","",".","6.7",".",".","."
