"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
004","7","",".",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","28.6"
"","854
006","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
009","10","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","854
017","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
021","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
022","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
023","12","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","854
024","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","84","",".",".",".",".",".",".",".","88.1",".",".",".",".",".",".",".","11.9"
"Client Counselling","880
001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","81","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
002","18","1.500","16.7",".","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
914","38","1.224","13.2","2.6","13.2",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","914
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Securities Regulation","Course Total","39","1.269","12.8","2.6","15.4",".","10.3",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","27","2.231","25.9",".","37.0",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","940
001","34","1.529","11.8",".","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
940","11","1.889","18.2",".","18.2",".","9.1","9.1",".","18.2",".",".",".",".",".",".",".","."
"","004
940","38","0.908","5.3","2.6","13.2",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","940
006","32","2.500","9.4",".","65.6",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","940
008","19","1.421","15.8",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","13","0.923",".",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","152","1.404","9.2","0.7","32.2",".","3.3","0.7",".","3.3",".",".",".",".",".",".",".","."
"","950
002","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
004","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","001
954","28","0.950","14.3",".","3.6",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"","954
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Corporate Finance Law","Course Total","29","0.905","13.8",".","3.4",".",".",".",".","27.6",".",".",".",".",".",".",".","."
"","990
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
068","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
097","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
104","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
111","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","20","",".",".",".",".",".",".",".","95.0",".",".",".",".","5.0",".",".","."
