"","999
082","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
089","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","24","4.000","45.8",".",".",".",".",".",".","50.0","",".",".","",".",".",".",".","4.2","."
"SOC
900","Dept. Total","2601","3.480","42.6","24.4","13.4","7.0","3.2","0.7","0.5","6.4","",".","0.6","",".","0.3","0.5",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","538","3.316","30.3","29.2","22.7","10.6","5.4","0.9","0.4",".","",".",".","",".",".","0.6",".",".","."
"Sophomore","","690","3.508","43.8","29.0","15.2","7.7","3.6","0.4",".",".","",".",".","",".",".","0.1",".",".","0.1"
"Junior","","522","3.471","46.2","28.0","11.5","8.2","3.1","1.3","1.1",".","",".",".","",".",".",".",".",".","0.6"
"Senior","","406","3.518","49.5","26.1","12.6","6.4","3.2","0.2","1.2","0.2","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","2156","3.452","42.1","28.2","15.7","8.3","3.8","0.7","0.6","0.0","",".",".","",".",".","0.3",".",".","0.2"
"Special","","83","3.432","22.9","9.6","3.6","3.6","1.2","1.2",".","51.8","",".",".","",".",".",".",".","6.0","."
"Graduate","","361","3.903","50.4","5.0","1.9",".",".",".",".","34.1","",".","4.4","",".","2.2","1.7",".","0.3","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2601","3.480","42.6","24.4","13.4","7.0","3.2","0.7","0.5","6.4","",".","0.6","",".","0.3","0.5",".","0.2","0.2"
