"","990
013","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","37","",".",".",".",".",".",".",".","81.1","",".",".","",".","18.9",".",".",".","."
"SPANISH
912","Dept. Total","2153","3.622","58.3","20.5","13.6","2.2","2.6","0.1","0.7","1.6","",".",".","",".","0.3","0.0","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","504","3.615","53.0","28.4","14.3","1.2","2.6","0.2","0.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","559","3.578","55.1","23.6","15.0","2.5","2.3",".","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","494","3.626","61.1","16.2","16.2","2.6","2.4","0.4","0.2","0.4","",".",".","",".",".","0.2","0.2",".","."
"Senior","","482","3.660","66.4","15.4","11.4","2.9","3.5",".","0.4",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","2039","3.617","58.7","21.0","14.3","2.3","2.7","0.1","0.6","0.1","",".",".","",".",".","0.0","0.0",".","."
"Special","","10","3.125","30.0","30.0",".",".",".",".","10.0","20.0","",".",".","",".",".",".",".","10.0","."
"Graduate","","102","3.889","52.9","7.8","2.0",".",".",".",".","30.4","",".",".","",".","6.9",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2153","3.622","58.3","20.5","13.6","2.2","2.6","0.1","0.7","1.6","",".",".","",".","0.3","0.0","0.0","0.0","."
