"ENTOMOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","",""
"103
Agroecology of Food and Ag","002","","6","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"201
Insects and Human Culture","001","","111","3.482","41.4","36.9","10.8","5.4","2.7","1.8","0.9",".",".",".",".",".",".",".",".","."
"203
Introduction to Global Health","001","","108","3.911","86.1","10.2","1.9",".","0.9",".",".",".",".",".",".",".",".",".",".","0.9"
"299","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","13","3.667","84.6",".",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"302
Introduction to Entomology","001","","23","3.283","52.2","13.0","4.3","17.4","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"351
Principles-Econ Entomology","001","","36","3.181","33.3","25.0","16.7","5.6","13.9","5.6",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"701
Advanced Taxonomy","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Pract-Entomology Teaching","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801
Colloquium","001","","6","3.400","50.0",".","16.7",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"820
Foundations of Evolution","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"875
Special Topics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"901
Seminar: Organismal Entomol","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"953
Intr. to WI Ecol.: Grad Sem","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Research & Thesis","Course Total","","19","",".",".",".",".",".",".",".","47.4",".",".",".","52.6",".",".",".","."
