"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","133","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","33","3.956","93.9","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Adv Prog Language&Compilers","001","","9","3.750","55.6","22.2","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"714
Methods of Computatnl Math I","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Stochastic Programming","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726
Nonlinear Optimization I","001","","28","3.167","21.4","35.7","14.3","17.9","3.6",".","3.6",".",".",".",".",".","3.6",".",".","."
"727
Convex Analysis","001","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","19","3.583","42.1","26.3","26.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","42","3.646","42.9","40.5","14.3",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"740
Advanced Computer Networks","001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Big Data Systems","001","","42","3.939","85.7","11.9",".",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","8","3.857","62.5","25.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","60","3.767","70.0","26.7",".",".","1.7",".","1.7",".",".",".",".",".",".",".",".","."
"761
Mathematical Machine Learning","001","","70","3.432","32.9","32.9","20.0",".","8.6",".",".",".",".",".",".",".",".",".","5.7","."
"764
Topics-Database Mgt Systems","001","","29","3.724","55.2","34.5","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"765
Data Visualization","001","","60","3.558","40.0","35.0","23.3",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"770
Human-Computer Interaction","001","","53","3.679","52.8","34.0","9.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"790","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 209 of 438",""
