"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","300
005","21","3.476","28.6","42.9","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","19","3.667","36.8","52.6","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","300
007","21","3.595","33.3","57.1","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","21","3.452","19.0","71.4","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","300
009","17","3.265","17.6","58.8","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","300
010","17","3.412","35.3","52.9",".","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","300
011","22","3.614","31.8","59.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","22","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","21","3.548","28.6","52.4","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
014","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
015","22","3.659","36.4","59.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
016","22","3.614","27.3","68.2","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
017","21","3.762","52.4","47.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
018","22","3.477","27.3","45.5","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
019","20","3.650","35.0","60.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
020","19","3.632","36.8","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","411","3.611","37.5","52.3","7.8","1.5",".","0.2","0.5",".",".",".",".",".","0.2",".",".","."
"Business Law","301
001","401","3.000","5.2","24.9","39.4","24.9","5.2",".",".","0.2",".",".",".",".",".",".",".","."
"","302
001","35","3.700","54.3","34.3","8.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","34","3.662","52.9","26.5","20.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","69","3.681","53.6","30.4","14.5","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","114","3.250","29.8","21.1","27.2","13.2","8.8",".",".",".",".",".",".",".",".",".",".","."
"","306
002","110","2.973","17.3","19.1","29.1","13.6","19.1","1.8",".",".",".",".",".",".",".",".",".","."
"","306
003","72","2.972","16.7","13.9","30.6","22.2","15.3",".",".",".",".",".",".",".","1.4",".",".","."
"","306
004","103","3.034","19.4","17.5","35.0","12.6","13.6","1.0","1.0",".",".",".",".",".",".",".",".","."
"","306
005","109","3.165","30.3","13.8","27.5","15.6","12.8",".",".",".",".",".",".",".",".",".",".","."
"","306
006","110","3.096","22.7","17.3","28.2","18.2","12.7",".",".","0.9",".",".",".",".",".",".",".","."
"","306
007","106","3.137","26.4","17.9","25.5","17.0","13.2",".",".",".",".",".",".",".",".",".",".","."
"Business Analytics I","Course Total","724","3.097","23.6","17.4","28.9","15.7","13.5","0.4","0.1","0.1",".",".",".",".","0.1",".",".","."
"","307
001","47","3.394","17.0","57.4","12.8","12.8",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","109","3.275","22.0","45.0","17.4","8.3","3.7","1.8","1.8",".",".",".",".",".",".",".",".","."
"","307
003","45","3.267","24.4","42.2","8.9","15.6","6.7","2.2",".",".",".",".",".",".",".",".",".","."
"","307
004","71","3.380","26.8","42.3","19.7","8.5",".","2.8",".",".",".",".",".",".",".",".",".","."
"","307
005","82","3.280","20.7","47.6","19.5","3.7","2.4","6.1",".",".",".",".",".",".",".",".",".","."
"Business Analytics II","Course Total","354","3.312","22.3","46.3","16.7","8.8","2.5","2.8","0.6",".",".",".",".",".",".",".",".","."
"Acctg&Finance - Non-Bus Majors","310
010","207","3.102","19.3","24.2","24.6","22.2","7.2","1.4",".","1.0",".",".",".",".",".",".",".","."
"Mgmt & Mrktg Non-Bus Majors","311
001","230","3.327","23.9","41.7","23.5","4.8","2.6","0.4","2.2","0.9",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","365
001","21","3.667","52.4","28.6","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","40","3.550","27.5","55.0","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","39","3.577","41.0","33.3","25.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 50 of 438"
