"","998
059","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","998
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","998
083","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research-Chemical Biology","Course Total","41","",".",".",".",".",".",".",".","92.7",".",".","",".","7.3",".",".",".","."
"CHEM
224","Dept. Total","7314","2.993","28.6","12.6","22.7","9.7","14.9","4.1","1.6","5.4","0.0",".","",".","0.2","0.2",".","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1766","2.895","21.0","13.5","26.8","15.0","16.9","5.7","0.9",".","0.1",".","",".",".",".",".",".","."
"Sophomore","","2205","3.039","29.3","14.5","24.2","9.8","15.9","4.4","1.7",".",".",".","",".",".",".",".",".","0.1"
"Junior","","1412","2.902","27.3","11.1","24.2","9.3","21.0","4.6","2.3",".",".",".","",".",".","0.1",".",".","0.1"
"Senior","","946","2.959","31.2","13.5","23.5","9.0","14.4","4.0","3.2",".",".",".","",".","0.8","0.2",".",".","0.2"
"Undergraduates","","6329","2.958","26.8","13.3","24.8","11.0","17.1","4.8","1.8",".","0.0",".","",".","0.1","0.1",".",".","0.1"
"Special","","63","3.402","47.6","11.1","22.2","9.5","6.3",".","1.6","1.6",".",".","",".",".",".",".",".","."
"Graduate","","1168","3.670","45.9","5.9","6.4","0.5","0.2",".",".","37.7",".",".","",".","2.6","0.7",".","0.2","."
"","Dept. Total","7560","2.993","29.9","12.2","22.0","9.4","14.4","4.0","1.5","5.8","0.0",".","",".","0.5","0.2",".","0.0","0.1"
