"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"","101
001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","23","3.478","60.9","8.7","21.7",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","101
003","","15","3.700","80.0","6.7",".",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","101
006","","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
008","","13","3.269","53.8","7.7","15.4",".","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"First Semester German","Course Total","","74","3.608","70.3","8.1","12.2",".","6.8","1.4","1.4",".",".",".",".",".",".",".",".","."
"","102
002","","17","3.794","70.6","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","","19","3.474","47.4","21.1","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"Second Semester German","Course Total","","36","3.625","58.3","19.4","13.9","5.6","2.8",".",".",".",".",".",".",".",".",".",".","."
"First Semester Dutch","111
002","","10","3.450","30.0","50.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
001","","21","3.762","66.7","28.6",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","203
003","","23","3.674","73.9","4.3","17.4",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","203
004","","16","3.750","68.8","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","","20","3.450","45.0","30.0","15.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"Third Semester German","Course Total","","80","3.656","63.8","18.8","12.5",".","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"","204
003","","21","3.625","47.6","28.6","14.3","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","204
005","","22","3.750","68.2","13.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester German","Course Total","","43","3.690","58.1","20.9","16.3","2.3",".",".",".","2.3",".",".",".",".",".",".",".","."
"Third Semester Dutch","213
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Bascom Course","236
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Dutch Life & Culture","245
001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","249
001","","20","3.550","45.0","30.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","249
002","","20","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","249
004","","20","3.750","80.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Intermed German-Speak & Listen","Course Total","","60","3.683","61.7","21.7","11.7","1.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"","258
002","","21","3.881","85.7","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","258
004","","20","3.350","50.0","10.0","15.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"Intermediate German-Reading","Course Total","","41","3.622","68.3","9.8","7.3","7.3","7.3",".",".",".",".",".",".",".",".",".",".","."
"","262
001","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
002","","18","3.889","94.4",".",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","262
004","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate German-Writing","Course Total","","47","3.894","87.2","8.5","2.1",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"Topics in Ger and/or Yidd Cult","266
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
001","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
002","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"Yiddish Song and Jewish Exp","Course Total","","35","3.962","88.6","8.6",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Intensive (Honors) German","285
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","298
028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit des 20. & 21. Jahrhunderts","305
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st Sem Dutch-Grad Stdts","311
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Sem Dutch-Grad Stdts","313
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Dutch Literature","325
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
