"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","4483","3.615","61.2","19.3","9.7","4.2","2.5","0.8","0.6","0.9","0.0",".","",".","0.2","0.5","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","354","3.654","61.9","24.9","7.3","4.0","1.4",".","0.3",".",".",".","",".",".","0.3",".",".","."
"Sophomore","","728","3.496","60.4","16.6","10.4","6.0","3.7","1.2","1.4",".",".",".","",".",".","0.1",".",".","."
"Junior","","1443","3.626","61.2","19.8","11.4","4.0","1.9","0.8","0.8","0.1",".",".","",".",".","0.1",".",".","."
"Senior","","1707","3.618","60.4","20.6","9.5","4.4","3.0","0.9","0.4","0.3",".",".","",".",".","0.5","0.1",".","."
"Undergraduates","","4232","3.604","60.8","20.0","10.1","4.5","2.6","0.9","0.7","0.1",".",".","",".",".","0.3","0.0",".","."
"Special","","18","3.643","33.3","5.6","11.1",".",".",".",".","38.9",".",".","",".",".",".",".","11.1","."
"Graduate","","233","3.911","70.8","7.7","1.3",".","0.4",".",".","11.6","0.4",".","",".","4.3","3.4",".",".","."
"","College Total","4483","3.615","61.2","19.3","9.7","4.2","2.5","0.8","0.6","0.9","0.0",".","",".","0.2","0.5","0.0","0.0","."
