"Thesis","Course Total","5","***","","","","","","","","","","","","","","","","",""
"","999
001","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
013","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","411","3.382","41.8","24.3","14.6","5.1","8.5","1.5","1.0","0.7","0.2",".","",".","0.7","0.7","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.375","41.2","22.1","22.1","5.9","7.4",".","1.5",".",".",".","",".",".",".",".",".","."
"Sophomore","","120","3.325","37.5","29.2","14.2","7.5","8.3","2.5","0.8",".",".",".","",".",".",".",".",".","."
"Junior","","101","3.328","40.6","26.7","11.9","4.0","11.9","1.0","2.0",".","1.0",".","",".",".","1.0",".",".","."
"Senior","","87","3.441","42.5","21.8","17.2","4.6","6.9","1.1",".","1.1",".",".","",".",".","1.1","2.3","1.1","."
"Undergraduates","","376","3.361","40.2","25.5","15.7","5.6","8.8","1.3","1.1","0.3","0.3",".","",".",".","0.5","0.5","0.3","."
"Special","","9","3.000","33.3","22.2","11.1",".","22.2","11.1",".",".",".",".","",".",".",".",".",".","."
"Graduate","","26","3.950","69.2","7.7",".",".",".",".",".","7.7",".",".","",".","11.5","3.8",".",".","."
"","Dept. Total","411","3.382","41.8","24.3","14.6","5.1","8.5","1.5","1.0","0.7","0.2",".","",".","0.7","0.7","0.5","0.2","."
