"L&S","","","","","","","","","","","","","","","","","","","","",""
"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"SOC WORK
896","Dept. Total","1704","3.754","63.6","24.7","8.5","1.0","0.3","0.1","0.1","0.8","",".",".","",".","0.2","0.6","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.417","16.7","53.3","26.7","3.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","73","3.540","38.4","37.0","20.5","2.7","1.4",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","176","3.565","41.5","38.6","13.1","4.5","1.1",".",".","1.1","",".",".","",".",".",".",".",".","."
"Senior","","292","3.719","56.2","30.1","12.7","0.3","0.3","0.3",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","571","3.625","47.3","34.9","14.5","2.1","0.7","0.2",".","0.4","",".",".","",".",".",".",".",".","."
"Special","","21","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","1110","3.834","70.8","20.0","5.6","0.5","0.1","0.1","0.2","1.0","",".",".","",".","0.4","0.9","0.2","0.4","."
"Prof Yr 2","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1708","3.754","63.4","24.6","8.5","1.0","0.3","0.1","0.1","0.8","",".",".","",".","0.2","0.6","0.1","0.2","."
