"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","32","2.969","25.0","18.8","21.9","6.3","21.9","6.3",".",".",".",".",".",".",".",".",".","."
"","100
002","27","2.685","14.8","3.7","33.3","14.8","25.9","7.4",".",".",".",".",".",".",".",".",".","."
"","100
003","35","3.029","17.1","28.6","22.9","5.7","25.7",".",".",".",".",".",".",".",".",".",".","."
"","100
004","34","2.691","11.8","8.8","35.3","11.8","26.5","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
005","36","2.597","11.1","13.9","19.4","16.7","27.8","11.1",".",".",".",".",".",".",".",".",".","."
"","100
006","35","2.900","14.3","20.0","31.4","5.7","25.7","2.9",".",".",".",".",".",".",".",".",".","."
"","100
007","34","2.794","23.5","11.8","14.7","11.8","32.4","5.9",".",".",".",".",".",".",".",".",".","."
"","100
008","34","3.103","35.3","11.8","26.5","2.9","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","100
009","30","2.900","16.7","10.0","46.7","3.3","16.7","6.7",".",".",".",".",".",".",".",".",".","."
"","100
010","30","2.683","6.7","10.0","36.7","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","100
011","28","3.125","14.3","17.9","50.0","14.3","3.6",".",".",".",".",".",".",".",".",".",".","."
"","100
012","28","2.893","17.9","21.4","25.0","7.1","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","100
013","33","2.955","15.2","15.2","36.4","12.1","21.2",".",".",".",".",".",".",".",".",".",".","."
"","100
014","30","2.767","16.7","23.3","13.3","16.7","23.3",".","6.7",".",".",".",".",".",".",".",".","."
"","100
015","37","2.865","13.5","21.6","27.0","5.4","29.7","2.7",".",".",".",".",".",".",".",".",".","."
"","100
016","34","2.603","11.8","5.9","20.6","20.6","38.2","2.9",".",".",".",".",".",".",".",".",".","."
"","100
017","38","2.908","10.5","18.4","34.2","21.1","13.2","2.6",".",".",".",".",".",".",".",".",".","."
"","100
018","30","3.100","20.0","13.3","50.0","6.7","6.7","3.3",".",".",".",".",".",".",".",".",".","."
"","100
019","32","2.984","15.6","12.5","50.0","3.1","15.6","3.1",".",".",".",".",".",".",".",".",".","."
"","100
020","24","2.563","8.3","8.3","25.0","12.5","41.7","4.2",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","641","2.858","16.1","15.0","30.7","10.9","22.8","4.1","0.5",".",".",".",".",".",".",".",".","."
"","211
001","38","3.171","13.2","28.9","36.8","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","211
002","31","2.887","9.7","12.9","45.2","16.1","12.9","3.2",".",".",".",".",".",".",".",".",".","."
"","211
003","38","3.000","26.3","10.5","31.6","5.3","23.7","2.6",".",".",".",".",".",".",".",".",".","."
"","211
004","35","2.914","14.3","14.3","37.1","14.3","17.1","2.9",".",".",".",".",".",".",".",".",".","."
"","211
005","34","3.147","23.5","23.5","29.4","11.8","8.8","2.9",".",".",".",".",".",".",".",".",".","."
"","211
006","39","2.859","23.1","12.8","15.4","15.4","30.8","2.6",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","215","2.998","18.6","17.2","32.1","14.0","15.8","2.3",".",".",".",".",".",".",".",".",".","."
"","300
001","193","3.276","31.1","34.2","15.0","9.3","5.2","3.1","1.6",".",".",".",".",".",".","0.5",".","."
"","300
002","42","3.369","23.8","45.2","16.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","235","3.293","29.8","36.2","15.3","9.4","5.1","2.6","1.3",".",".",".",".",".",".","0.4",".","."
"","301
001","39","3.308","23.1","25.6","46.2",".","5.1",".",".",".",".",".",".",".",".",".",".","."
"","301
002","30","3.217","36.7","20.0","13.3","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","301
003","39","3.179","15.4","23.1","48.7","7.7","5.1",".",".",".",".",".",".",".",".",".",".","."
"","301
004","41","3.288","34.1","9.8","41.5","7.3","2.4","2.4",".","2.4",".",".",".",".",".",".",".","."
"","301
005","36","3.271","25.0","30.6","27.8","11.1",".",".","2.8",".",".",".",".",".","2.8",".",".","."
"","301
006","36","3.236","22.2","27.8","30.6","13.9","5.6",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","221","3.251","25.8","22.6","35.7","8.1","5.9","0.5","0.5","0.5",".",".",".",".","0.5",".",".","."
"","302
001","35","3.400","34.3","20.0","37.1","8.6",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","43","3.209","18.6","16.3","55.8","7.0","2.3",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","78","3.295","25.6","17.9","47.4","7.7","1.3",".",".",".",".",".",".",".",".",".",".","."
"","310
001","36","3.292","27.8","16.7","44.4","8.3","2.8",".",".",".",".",".",".",".",".",".",".","."
"","310
002","43","3.244","20.9","16.3","55.8","4.7","2.3",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","79","3.266","24.1","16.5","50.6","6.3","2.5",".",".",".",".",".",".",".",".",".",".","."
"","340
001","35","3.214","17.1","28.6","34.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 52 of 438"
