"L&S","","","","","","","","","","","","","","","","","","","",""
"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"PHILOS
736","Dept. Total","1649","3.469","38.6","33.4","14.4","5.0","2.4","1.8","0.4","2.1","0.1",".","",".","0.4","0.8","0.1","0.5","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","277","3.448","32.1","39.7","17.3","8.3","1.4","0.7",".",".",".",".","",".",".",".",".",".","0.4"
"Sophomore","","366","3.402","35.0","35.8","16.9","6.8","2.2","2.2","0.8",".",".",".","",".",".","0.3",".",".","."
"Junior","","395","3.474","41.0","36.5","11.9","3.8","3.0","2.3","0.8","0.3",".",".","",".",".","0.5",".",".","."
"Senior","","508","3.495","41.9","31.1","15.2","3.9","3.0","2.0","0.2","1.0","0.2",".","",".","0.6","0.8",".","0.2","."
"Undergraduates","","1546","3.458","38.3","35.1","15.1","5.4","2.5","1.9","0.5","0.4","0.1",".","",".","0.2","0.5",".","0.1","0.1"
"Special","","31","3.672","16.1","3.2","6.5",".",".",".",".","35.5",".",".","",".",".","9.7","3.2","25.8","."
"Graduate","","71","3.871","53.5","8.5","1.4",".","1.4",".",".","25.4",".",".","",".","4.2","5.6",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1649","3.469","38.6","33.4","14.4","5.0","2.4","1.8","0.4","2.1","0.1",".","",".","0.4","0.8","0.1","0.5","0.1"
