"BUS","","","","","","","","","","","","","","","","","","","","",""
"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","2017","3.454","37.0","33.9","18.6","6.1","2.8","0.4","0.3","0.4","",".",".","",".","0.2","0.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","217","3.069","9.2","33.6","28.1","22.6","5.5","0.5","0.5",".","",".",".","",".",".",".",".",".","."
"Junior","","464","3.375","28.7","35.6","24.4","7.1","3.4","0.6","0.2",".","",".",".","",".",".",".",".",".","."
"Senior","","797","3.545","42.7","33.0","17.8","4.4","1.6","0.3","0.1","0.1","",".",".","",".",".",".",".",".","."
"Undergraduates","","1478","3.422","33.4","33.9","21.4","7.9","2.8","0.4","0.2","0.1","",".",".","",".",".",".",".",".","."
"Special","","112","3.135","33.0","21.4","20.5","5.4","13.4","2.7","2.7","0.9","",".",".","",".",".",".",".",".","."
"Graduate","","426","3.695","50.7","37.3","8.7","0.2",".",".",".","1.6","",".",".","",".","1.2","0.2",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2017","3.454","37.0","33.9","18.6","6.1","2.8","0.4","0.3","0.4","",".",".","",".","0.2","0.0",".",".","."
