"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","200
001","148","2.874","16.9","19.6","27.0","17.6","8.8","6.8","2.7",".",".",".",".",".","0.7",".",".","."
"","200
002","155","2.932","21.9","18.7","26.5","12.9","11.0","6.5","2.6",".",".",".",".",".",".",".",".","."
"","200
003","222","3.032","23.0","20.7","31.5","6.3","10.8","4.1","2.7","0.5",".",".",".",".",".",".",".","0.5"
"","200
004","184","2.975","27.7","15.8","22.3","12.0","13.0","7.1","1.6","0.5",".",".",".",".",".",".",".","."
"Programming I","Course Total","709","2.962","22.7","18.8","27.1","11.6","11.0","5.9","2.4","0.3",".",".",".",".","0.1",".",".","0.1"
"Introduction to Computation","202
001","30","3.067","30.0","26.7","23.3","6.7","3.3",".","10.0",".",".",".",".",".",".",".",".","."
"","240
001","189","3.037","23.3","11.6","35.4","19.0","6.3","1.6","2.1",".",".",".",".",".",".",".",".","0.5"
"","240
002","203","3.057","26.6","10.8","36.9","16.3","3.9","2.0","3.4",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","392","3.047","25.0","11.2","36.2","17.6","5.1","1.8","2.8",".",".",".",".",".",".",".",".","0.3"
"","252
002","156","3.019","32.1","17.3","17.3","9.6","16.7","3.8","3.2",".",".",".",".",".",".",".",".","."
"","252
005","154","2.877","18.2","20.8","16.9","19.5","19.5","3.9","1.3",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","310","2.948","25.2","19.0","17.1","14.5","18.1","3.9","2.3",".",".",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
139","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
001","182","3.282","32.4","23.6","28.0","8.2","2.7","3.8","0.5","0.5",".",".",".",".",".",".",".","."
"","300
002","171","3.210","30.4","22.8","30.4","5.8","3.5","2.9","2.9",".","0.6",".",".",".",".",".",".","0.6"
"","300
003","63","2.952","31.7","19.0","17.5","9.5","7.9","4.8","7.9","1.6",".",".",".",".",".",".",".","."
"","300
004","63","2.944","22.2","17.5","30.2","12.7","11.1",".","6.3",".",".",".",".",".",".",".",".","."
"","300
005","99","3.061","27.3","22.2","22.2","12.1","10.1","2.0","4.0",".",".",".",".",".",".",".",".","."
"Programming II","Course Total","578","3.150","29.8","22.0","26.8","8.8","5.7","2.9","3.3","0.3","0.2",".",".",".",".",".",".","0.2"
"","301
001","161","3.298","37.9","28.6","14.3","8.7","6.2","1.2","3.1",".",".",".",".",".",".",".",".","."
"","301
002","156","3.167","37.2","21.8","12.8","7.7","9.6","2.6","4.5","3.8",".",".",".",".",".",".",".","."
"","301
003","150","3.337","31.3","30.7","21.3","8.7","3.3","2.0","0.7","2.0",".",".",".",".",".",".",".","."
"Intro Data Programming","Course Total","467","3.267","35.5","27.0","16.1","8.4","6.4","1.9","2.8","1.9",".",".",".",".",".",".",".","."
"","304
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
007","7","4.000","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","304
008","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","71","3.986","95.8","2.8",".",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"","352
001","13","2.654","15.4","15.4","38.5","7.7",".","15.4","7.7",".",".",".",".",".",".",".",".","."
"","352
002","11","2.773",".","54.5","9.1","9.1","18.2",".","9.1",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","24","2.708","8.3","33.3","25.0","8.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".","."
"","354
001","143","2.836","25.9","10.5","19.6","15.4","21.0","4.2","3.5",".",".",".",".",".",".",".",".","."
"","354
002","150","3.068","38.0","12.0","11.3","13.3","19.3","2.7","2.0",".",".",".",".",".","1.3",".",".","."
"Machine Organizatn&Progrmng","Course Total","293","2.954","32.1","11.3","15.4","14.3","20.1","3.4","2.7",".",".",".",".",".","0.7",".",".","."
"Learn a Programming Language","368
001","110","",".",".",".",".",".",".",".",".",".","92.7","7.3",".",".",".",".","."
"","400
001","178","3.226","24.2","22.5","38.2","9.0","3.9","0.6","1.1","0.6",".",".",".",".",".",".",".","."
"","400
002","186","3.293","26.9","22.0","40.3","7.5","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"","400
003","97","3.149","24.7","17.5","38.1","10.3","6.2","2.1","1.0",".",".",".",".",".",".",".",".","."
"","400
004","67","3.672","52.2","32.8","11.9","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 207 of 438",""
