"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Mass Media in Multicultrl Amer","162","001","47","3.728","72.3","19.1","2.1",".",".","2.1","2.1","2.1",".",".",".",".",".",".",".","."
"Intro to Mass Communication","201","001","323","3.433","38.7","26.9","26.0","4.6","1.9","0.9","0.9",".",".",".",".",".",".",".",".","."
"Mass Communication Practices","202","001","105","3.595","37.1","45.7","16.2","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"Information for Communication","203","001","105","3.448","31.4","38.1","21.9","5.7","2.9",".",".",".",".",".",".",".",".",".",".","."
"","335","001","20","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","335","002","15","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles/Practices-Reporting","","Course Total","35","3.629","37.1","51.4","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","345","001","53","3.830","66.0","34.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","345","002","49","3.765","63.3","26.5","10.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles & Pract Strat Comm","","Course Total","102","3.799","64.7","30.4","4.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"In-Depth Reporting","401","001","10","3.778","60.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"Creative Nonfiction","405","001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Magazine Publishing","417","001","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Video Journalism","425","001","15","3.567","26.7","60.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Campaign Messages","445","001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Media Planning","447","001","21","3.690","52.4","38.1","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Account Planning & Strategy","449","001","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media Strategies","463","001","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Adv Concpts&Skills","475","036","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hist of Mass Communication","560","001","66","3.354","12.1","47.0","37.9","1.5",".",".",".",".",".",".",".",".","1.5",".",".","."
"Mass Communication&Society","561","001","81","3.769","63.0","29.6","3.7","1.2","1.2",".",".","1.2",".",".",".",".",".",".",".","."
"Media and the Consumer","564","001","95","3.600","50.5","22.1","24.2","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium Prof Comm Careers","601","001","71","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Mass Media and Youth","616","001","21","3.500","47.6","19.0","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"Mass Comm & Political Behav","618","001","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Impact of Emerging Media","622","001","25","3.938","88.0","4.0","4.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Books Print Cult Europe No Am","650","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Communication Rsch Methods","658","001","25","3.720","52.0","40.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Aspects of Journ","669","001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","051","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","093","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","","Course Total","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","699","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
