"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Human Dev; Awareness Proc","105
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
002","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
003","45","3.800","80.0","13.3","2.2",".","2.2","2.2",".",".",".",".",".",".",".",".",".","."
"","115
004","48","3.781","77.1","12.5","4.2","2.1","4.2",".",".",".",".",".",".",".",".",".",".","."
"","115
005","47","3.830","74.5","19.1","4.3","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"","115
006","49","3.735","69.4","16.3","6.1","8.2",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","31","3.403","54.8","22.6","9.7",".","6.5",".","6.5",".",".",".",".",".",".",".",".","."
"","115
012","18","3.500","50.0","33.3","5.6",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","115
013","23","3.761","69.6","21.7","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","115
014","13","3.615","46.2","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","115
021","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","9","3.667","88.9",".",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","115
032","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
051","7","2.929","28.6","14.3","28.6",".","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"","115
052","7","3.167","14.3","28.6","28.6",".","14.3",".",".",".",".",".",".",".",".","14.3",".","."
"","115
053","9","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","115
054","7","3.071","42.9","14.3","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","115
055","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
056","8","3.750","87.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","115
057","7","3.143","28.6","57.1",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","420","3.693","69.5","17.6","5.7","2.1","2.4","1.4","1.0",".",".",".",".",".",".","0.2",".","."
"","125
001","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
002","19","3.737","84.2","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"","125
003","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","125
006","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
007","19","3.658","68.4","10.5","5.3","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","125
008","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
009","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
010","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","125
011","18","3.694","61.1","27.8","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","125
012","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
013","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
014","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
016","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
017","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
018","19","3.763","68.4","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
