"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Research","3","***","","","","","","","","","","","","","","","","","",""
"880
001
Grad Study-Gen & Women's Study","11","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"904
001
Sociological Perspectvs-Gender","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"938
001
History of Sexuality","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"GEN&WS
Dept. Total
963","1158","3.694","63.3","22.3","6.8","2.1","1.6","0.3","0.9","0.3","",".","1.2","",".","0.3","0.7",".",".","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","188","3.701","60.1","26.6","5.3","0.5","3.2","0.5",".",".","",".","2.7","",".",".","1.1",".",".","."
"Sophomore","250","3.679","62.8","23.6","6.0","2.0","0.8","0.4","1.6",".","",".","1.6","",".",".","0.4",".",".","0.8"
"Junior","246","3.621","55.7","26.8","9.3","2.4","2.0",".","1.6",".","",".","1.6","",".",".","0.4",".",".","."
"Senior","407","3.722","66.8","18.7","7.4","2.7","1.2","0.5","0.5","0.7","",".","0.2","",".","0.7","0.5",".",".","."
"Undergraduates","1091","3.686","62.2","23.0","7.1","2.1","1.6","0.4","0.9","0.3","",".","1.3","",".","0.3","0.5",".",".","0.2"
"Special","10","3.160","40.0","30.0",".","10.0",".",".","10.0",".","",".",".","",".",".","10.0",".",".","."
"Graduate","57","3.944","87.7","7.0","1.8",".",".",".",".",".","",".",".","",".","1.8","1.8",".",".","."
"Dept. Total","1158","3.694","63.3","22.3","6.8","2.1","1.6","0.3","0.9","0.3","",".","1.2","",".","0.3","0.7",".",".","0.2"
