"AMN","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","33","3.955","93.9","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2A","210
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Problem Solving","301
001","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3A","310
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","401
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","198","3.991","98.5","1.0","0.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","44","3.975","95.5","2.3","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","53","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","61","3.989","98.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","192","3.991","98.4","1.0","0.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","198","3.991","98.5","1.0","0.5",".",".",".",".",".",".",".",".",".",".",".",".","."
