"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Editing & Post-prod:Video&Film","Course Total","","32","3.466","18.8","46.9","25.0",".",".",".",".",".",".",".",".",".","9.4",".",".","."
"","466
001","","12","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","466
002","","14","3.643","57.1","28.6","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Writing for TV & Film","Course Total","","26","3.577","38.5","46.2","11.5",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","467
001","","15","3.400","33.3","26.7","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","467
002","","15","3.567","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cinematography & Sound Rcrdng","Course Total","","30","3.483","33.3","36.7","23.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Nature of Criticism","476
001","","38","3.645","50.0","36.8","7.9","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"Topic-Com Arts:Study Abroad","513
00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Hollywood Cinema","552
001","","76","3.348","21.1","30.3","31.6","6.6","1.3",".",".","5.3",".",".",".",".","1.3","1.3",".","1.3"
"Communictn&Interethnc Behav","565
001","","39","2.811","15.4","23.1","7.7","23.1","17.9","7.7",".",".",".",".",".",".",".","2.6",".","2.6"
"Communicatn in Complex Orgs","575
001","","21","3.524","52.4","14.3","19.0","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Studies Capstone","605
001","","61","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","609
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","609
002","","10","3.600","50.0","40.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Production","Course Total","","25","3.820","76.0","20.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Topics-Rhetoric&Pub Address","610
001","","17","3.469","41.2","11.8","35.3","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"Special Topics in Film","613
001","","21","3.667","61.9","14.3","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Field Exper in Communicatn","614
028","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","651
001","","12","3.250","41.7","8.3","33.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"","651
002","","12","3.542","66.7","8.3","8.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Adv Video Productn&Directn","Course Total","","24","3.396","54.2","8.3","20.8","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","681
039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","699
028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
033","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Film Colloquium","902
001","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Media&Cultural Studies Colloq","903
001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Communicatn Science Colloq","904
001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Rhetoric Colloquium","905
001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
002","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Radio-Tv-Film","Course Total","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","969
002","","12","3.591","75.0","8.3",".",".",".",".","8.3",".",".",".",".",".","8.3",".",".","."
"","969
003","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Smr-Contemp Rhetorical Thry","Course Total","","23","3.762","78.3","8.7",".",".",".",".","4.3",".",".",".",".",".","8.7",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 200 of 438",""
