"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","14402","3.370","38.1","25.9","21.9","7.3","4.7","0.9","0.3","0.4","",".","0.1","",".","0.4","0.1","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","389","3.823","79.4","11.1","6.4","1.5","1.3",".",".",".","",".",".","",".",".",".",".",".","0.3"
"Sophomore","","1897","3.138","32.9","20.5","24.1","11.7","9.1","1.3","0.4",".","",".","0.1","",".",".",".",".",".","."
"Junior","","3954","3.263","32.1","25.5","24.5","9.5","6.7","1.2","0.3",".","",".","0.1","",".",".","0.1","0.0",".","."
"Senior","","5155","3.377","34.9","27.7","24.5","7.6","3.7","0.9","0.3","0.2","",".","0.2","",".",".","0.1","0.0",".","."
"Undergraduates","","11395","3.306","35.1","25.2","23.8","8.7","5.5","1.0","0.3","0.1","",".","0.1","",".",".","0.1","0.0",".","0.0"
"Special","","452","3.279","36.9","21.0","20.8","7.5","8.4","2.7","0.7","1.1","",".",".","",".",".",".","0.7","0.2","."
"Graduate","","2531","3.691","51.4","29.9","13.5","1.0","0.1",".",".","1.7","",".","0.1","",".","2.2","0.1",".",".","."
"Prof Yr 1","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","10","3.957","90.0","10.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","12","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","24","3.869","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","14402","3.370","38.1","25.9","21.9","7.3","4.7","0.9","0.3","0.4","",".","0.1","",".","0.4","0.1","0.0","0.0","0.0"
