"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","110
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
002","24","3.875","79.2","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
003","23","3.870","87.0","8.7",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","110
004","24","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
005","23","3.891","87.0","4.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
006","23","3.783","69.6","21.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","110
007","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
008","24","3.771","66.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
009","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
010","23","3.848","78.3","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
011","24","3.848","79.2","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".",".","4.2"
"","110
012","23","3.783","65.2","26.1","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
013","24","3.854","79.2","12.5","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
014","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
015","23","3.804","78.3","13.0",".","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","110
016","24","3.854","83.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","110
017","23","3.826","87.0",".","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","110
018","24","3.708","70.8","12.5","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","110
019","22","3.864","86.4","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","110
020","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
021","24","3.688","66.7","12.5","12.5","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","110
022","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
023","24","3.771","79.2","4.2","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","110
024","20","3.750","75.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","110
025","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pers & Prof Foundation in Bus","Course Total","571","3.849","81.3","10.5","5.4","1.8","0.9",".",".",".",".",".",".",".",".",".",".","0.2"
"","120
001","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
002","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
003","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
004","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
005","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
006","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
007","21","3.833","85.7",".","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","120
008","24","3.833","79.2","16.7",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","120
009","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
010","23","3.826","69.6","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
011","22","3.886","86.4","4.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
012","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
013","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
014","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pers & Prof Foundation in Bus","Course Total","293","3.899","85.3","10.2","3.8","0.3","0.3",".",".",".",".",".",".",".",".",".",".","."
"","300
001","21","3.762","61.9","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","21","3.690","38.1","61.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","22","3.727","63.6","22.7","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
