"EGR","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","",""
"","170
001","20","3.775","65.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","24","3.729","62.5","20.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","24","3.739","58.3","25.0","12.5",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","170
005","25","3.700","44.0","52.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
006","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
007","25","3.720","60.0","24.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
008","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
009","24","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
011","24","3.688","62.5","29.2","4.2",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"Design Practicum","Course Total","206","3.761","63.6","26.2","9.2",".",".","0.5",".",".",".",".",".",".","0.5",".",".","."
"Current Issues in Intl Engr","413
001","14","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","601
001","6","3.583","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","601
002","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
010","9","2.722","55.6","11.1",".",".",".","11.1","22.2",".",".",".",".",".",".",".",".","."
"Topics-Interdis Engineering","Course Total","27","3.377","59.3","25.9",".","3.7",".","3.7","7.4",".",".",".",".",".",".",".",".","."
"INTEREGR
496","Dept. Total","247","3.727","64.4","24.7","7.7","0.4",".","0.8","0.8",".",".",".",".",".","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.668","53.4","32.0","12.6","1.0",".","1.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","","223","3.794","86.1","10.3","2.7",".",".",".","0.4",".",".",".",".",".","0.4",".",".","."
"Junior","","133","3.738","97.0","0.8",".",".",".","0.8",".",".",".",".",".",".",".","1.5",".","."
"Senior","","38","3.904","86.8","7.9",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Undergraduates","","497","3.744","82.3","12.1","3.8","0.2",".","0.4","0.2",".",".",".",".",".","0.6","0.4",".","."
"Special","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","499","3.727","82.0","12.2","3.8","0.2",".","0.4","0.4",".",".",".",".",".","0.6","0.4",".","."
