"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"INTER-LS
502","Dept. Total","492","3.790","76.2","14.4","3.9","1.8","0.4","1.2","1.6","",".","",".",".","",".","",".","0.2",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","162","3.736","69.8","19.1","6.8","1.9",".","0.6","1.2","",".","",".",".","",".","",".",".",".",".","0.6"
"Sophomore","","167","3.869","80.8","13.8","1.8","0.6",".","1.2","1.2","",".","",".",".","",".","",".","0.6",".",".","."
"Junior","","95","3.776","76.8","12.6","2.1","3.2",".","3.2","2.1","",".","",".",".","",".","",".",".",".",".","."
"Senior","","68","3.766","79.4","7.4","4.4","2.9","2.9",".","2.9","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","492","3.790","76.2","14.4","3.9","1.8","0.4","1.2","1.6","",".","",".",".","",".","",".","0.2",".",".","0.2"
"","Dept. Total","492","3.790","76.2","14.4","3.9","1.8","0.4","1.2","1.6","",".","",".",".","",".","",".","0.2",".",".","0.2"
