"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"Economic Decision Analysis","421","001","9","3.611","55.6","33.3",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"The Financial System","435","001","41","3.188","31.7","19.5","29.3","7.3","4.9",".","4.9",".",".",".",".",".","2.4",".",".","."
"Analytical Public Finance","441","001","46","3.326","19.6","39.1","28.3","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"Behavioral Economics","455","001","41","3.462","34.1","22.0","36.6","2.4",".",".",".",".",".",".",".",".","4.9",".",".","."
"Indust Struct&Comptitv Stratgy","458","001","55","3.800","70.9","18.2","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Economic Forecasting","460","001","57","3.465","24.6","47.4","24.6","3.5",".",".",".",".",".",".",".",".",".",".",".","."
"Internatl Trade & Finance","464","001","54","2.870","16.7","20.4","20.4","20.4","18.5",".","3.7",".",".",".",".",".",".",".",".","."
"American Economy to 1865","465","001","32","3.032","18.8","15.6","31.3","15.6","15.6",".",".","3.1",".",".",".",".",".",".",".","."
"Intl Industrial Organizations","467","001","89","2.938","20.2","13.5","33.7","14.6","13.5","1.1","3.4",".",".",".",".",".",".",".",".","."
"Indus Organizat/Imperf Comp","468","001","37","3.230","27.0","21.6","24.3","24.3","2.7",".",".",".",".",".",".",".",".",".",".","."
"Economics of Growth","475","001","35","3.074","22.9","14.3","37.1","11.4","8.6",".","2.9",".",".",".",".",".",".","2.9",".","."
"Agri & Econ Development-Africa","477","001","22","3.409","9.1","63.6","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law and Economics","522","001","119","3.063","17.6","26.9","25.2","19.3","8.4","0.8","1.7",".",".",".",".",".",".",".",".","."
"Philosophy and Economics","524","001","13","3.462","23.1","53.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Quant Mthds-Ag & Appl Econ","526","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Economics of Health Care","548","001","41","3.375","34.1","29.3","24.4","4.9","2.4",".","2.4","2.4",".",".",".",".",".",".",".","."
"","581","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","581","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","581","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","581","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Thesis","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Issues-International Finance","666","001","50","3.210","34.0","14.0","22.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690","001","31","3.565","48.4","29.0","12.9","6.5","3.2",".",".",".",".",".",".",".",".",".",".","."
"","690","002","40","3.663","42.5","47.5","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690","003","71","3.662","47.9","45.1","5.6",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"Topics in Economics","","Course Total","142","3.641","46.5","42.3","8.5","1.4","0.7",".","0.7",".",".",".",".",".",".",".",".","."
"Senior Thesis","691","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Mathematics for Economists","700","001","88","3.615","48.9","23.9","26.1",".",".",".",".",".",".",".",".",".","1.1",".",".","."
"Microeconomics I","701","001","87","3.615","44.8","33.3","21.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Economics I","703","001","27","3.815","74.1","14.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econometrics I","704","001","87","3.310","21.8","20.7","56.3",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"Econometrics III","706","001","83","3.723","56.6","31.3","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econ Stats & Econometrics I","709","001","54","3.469","31.5","31.5","37.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","711","001","63","3.246","19.0","27.0","44.4","3.2","6.3",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","712","001","44","3.465","29.5","36.4","27.3","4.5",".",".",".","2.3",".",".",".",".",".",".",".","."
"Econometric Methods","715","001","21","3.925","81.0","14.3",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
