"L&S","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Evolution,Ecology,&Genetics","381
001","","81","3.309","34.6","14.8","39.5","2.5","7.4","1.2",".",".",".",".",".",".",".",".",".","."
"","382
001","","20","3.525","45.0","15.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
002","","19","3.474","36.8","21.1","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
003","","17","3.412","41.2","11.8","41.2",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","382
005","","14","3.357","28.6","28.6","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","","70","3.450","38.6","18.6","40.0",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Peer Mentoring","401
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Organismal Biology","485
001","","73","3.219","32.9","8.2","46.6",".","11.0",".","1.4",".",".",".",".",".",".",".",".","."
"","486
002","","16","3.750","68.8","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
003","","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology Lab","Course Total","","33","3.803","72.7","15.2","12.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","","270","3.358","38.1","13.3","36.3","0.7","5.9","0.4","0.4",".",".","4.8",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","68","3.151","23.5","14.7","50.0",".","10.3","1.5",".",".",".",".",".",".",".",".",".","."
"Junior","","","126","3.511","49.2","13.5","28.6","1.6","2.4",".","0.8",".",".","4.0",".",".",".",".",".","."
"Senior","","","76","3.285","32.9","11.8","36.8",".","7.9",".",".",".",".","10.5",".",".",".",".",".","."
"Undergraduates","","","270","3.358","38.1","13.3","36.3","0.7","5.9","0.4","0.4",".",".","4.8",".",".",".",".",".","."
"","Dept. Total","","270","3.358","38.1","13.3","36.3","0.7","5.9","0.4","0.4",".",".","4.8",".",".",".",".",".","."
