"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"649","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Specl Topic-Structural Engr","Course Total","","11","3.586","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"669","011","","6","3.500",".","66.7",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"669","020","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","021","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","022","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","65","3.883","89.2","6.2","1.5",".",".",".",".","1.5",".",".",".",".","1.5",".",".","."
"679
Topic-Transprtatn&City Plan","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","3.982","87.9","6.1",".",".",".",".",".","6.1",".",".",".",".",".",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"716
Stat Modlng-Hydrolog Systms","001","","13","3.667","46.2","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","7.7","."
"717
Water Res Mgt Pract Plan Smr I","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"723
Energy Principles of Env Eng","003","","14","3.750","71.4","7.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","17","",".",".",".",".",".",".",".","82.4",".",".",".","11.8",".",".","5.9","."
"890","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
