"TERM : 1192","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2018-2019","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","",""
"","681
001
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"","681
011
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"Senior Honors Thesis","Course Total
2","***","","","","","","","","","","","","","","",""
"Senior Thesis","691
003
2","***","","","","","","","","","",".",".",".",".",".",".   
."
"MOL BIOL
650","4
Dept. Total","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","",""
"Senior","4","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"Undergraduates","4","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"","Dept. Total
4","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"March 14, 2019","","","","","","","","","","","","","","","","","Page 288 of 438"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
