"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","",""
"INTL ST
504","Dept. Total","493","3.244","21.9","24.3","14.4","7.3","3.7","1.0","1.6","",".","",".","25.4","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","140","3.161","7.9","27.9","16.4","8.6","4.3",".","0.7","",".","",".","34.3","",".",".","",".",".",".","."
"Sophomore","","135","3.378","23.0","17.8","17.0","5.2","3.0",".",".","",".","",".","34.1","",".",".","",".",".",".","."
"Junior","","90","3.121","25.6","24.4","12.2","5.6","6.7","4.4","3.3","",".","",".","17.8","",".",".","",".",".",".","."
"Senior","","110","3.361","37.3","30.9","12.7","9.1","1.8",".","2.7","",".","",".","3.6","",".","1.8","",".",".",".","."
"Undergraduates","","475","3.260","22.3","25.1","14.9","7.2","3.8","0.8","1.5","",".","",".","24.0","",".","0.4","",".",".",".","."
"Special","","18","2.295","11.1","5.6",".","11.1",".","5.6","5.6","",".","",".","61.1","",".",".","",".",".",".","."
"","Dept. Total","493","3.244","21.9","24.3","14.4","7.3","3.7","1.0","1.6","",".","",".","25.4","",".","0.4","",".",".",".","."
