"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","",""
"","502
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","502
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","502
006","","24","3.711","75.0","8.3","4.2","4.2",".",".","4.2",".",".",".",".",".",".",".",".","4.2"
"Wkshp-Ed Leadership & Pol Anal","Course Total","","28","3.743","78.6","7.1","3.6","3.6",".",".","3.6",".",".",".",".",".",".",".",".","3.6"
"Field Experience-Ed Ldrship","700
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
001","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","","25","3.840","68.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Higher & Post-Sec Ed","Course Total","","47","3.883","76.6","23.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eval & Support Quality Teachng","703
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Athletics Administration","710
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Govern&Admin-Coll&Universty","715
001","","19","3.722","73.7",".","15.8",".","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"Intro to Qualitative Research","719
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Meth & Proc-Ed Admin","725
001","","19","3.972","89.5","5.3",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Admin Stdt Serv-Higher Educ","736
001","","9","3.625","44.4","22.2","22.2",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"Teacher Leadership","780
001","","16","3.844","87.5",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field I","788
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","810
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","810
002","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Doctoral Inquiry","Course Total","","36","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Quant Inquiry in Educ","822
001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Resource Allocation & Equity","832
001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Leadershp-Inclusive Schling","835
001","","14","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"Public School Law","840
001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Foundations of Spec Ed","842
001","","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","845
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","845
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"School-Level Leadership","Course Total","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pro Devel&Orgniztn Learning","848
001","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","863
001","","37","3.932","91.9","2.7","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","863
002","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race Class & Ed Inequality","Course Total","","43","3.919","88.4","7.0","4.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Politics of Education","870
001","","20","3.725","70.0","15.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Theory&Practice-Ed Planning","875
001","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Acadmc Prgrms-Col&Universty","880
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internationalization Higher Ed","886
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diversity and Inequality","887
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900
001","","21","4.000","95.2",".",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","900
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internship in Ed Admin","Course Total","","27","4.000","96.3",".",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"","940
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
