"","699
066","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Reading","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"Art&Archaeolog-Ancient Greece","700
001","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Seminar","900
001","10","3.400","50.0","20.0","10.0",".","20.0",".",".",".",".","",".",".","",".",".",".",".","."
"CLASSICS
244","Dept. Total","439","3.587","50.3","27.3","9.6","4.1","2.7","0.7","0.7","1.8","",".",".","",".","0.2","0.2","2.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.490","40.9","34.1","13.6","6.8","4.5",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","117","3.602","53.8","26.5","11.1","4.3","1.7","1.7",".",".","",".",".","",".",".","0.9",".",".","."
"Junior","","107","3.650","55.1","32.7","6.5","3.7","0.9",".","0.9",".","",".",".","",".",".",".",".",".","."
"Senior","","138","3.556","51.4","26.8","10.9","4.3","3.6","0.7","1.4",".","",".",".","",".","0.7",".",".",".","."
"Undergraduates","","406","3.587","52.0","29.1","10.1","4.4","2.5","0.7","0.7",".","",".",".","",".","0.2","0.2",".",".","."
"Special","","20","4.000","10.0",".",".",".",".",".",".","40.0","",".",".","",".",".",".","45.0","5.0","."
"Graduate","","13","3.526","61.5","15.4","7.7",".","15.4",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","439","3.587","50.3","27.3","9.6","4.1","2.7","0.7","0.7","1.8","",".",".","",".","0.2","0.2","2.1","0.2","."
