"","999
046","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
060","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","28","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"CS&D
252","Dept. Total","1267","3.696","69.2","14.9","7.7","3.2","1.3","0.9","0.9","1.1","",".",".","",".","0.5","0.1",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","97","3.447","51.5","21.6","10.3","6.2","6.2","4.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","159","3.667","60.4","24.5","6.9","5.0","1.3","1.3",".",".","",".",".","",".",".",".",".",".","0.6"
"Junior","","307","3.644","59.0","20.8","12.1","5.5","1.6","0.3",".",".","",".",".","",".",".",".",".",".","0.7"
"Senior","","260","3.639","66.2","13.8","11.9","3.5","0.4","0.8","2.3",".","",".",".","",".","1.2",".",".",".","."
"Undergraduates","","823","3.622","60.6","19.4","10.8","4.9","1.7","1.1","0.7",".","",".",".","",".","0.4",".",".",".","0.4"
"Special","","49","3.271","71.4","4.1",".",".","4.1","6.1","10.2","2.0","",".",".","",".",".",".",".","2.0","."
"Graduate","","193","3.967","86.0","4.7","1.0",".",".",".",".","6.7","",".",".","",".","1.6",".",".",".","."
"Prof Yr 1","","48","3.897","81.3","18.8",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","78","3.873","87.2","6.4","6.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","75","3.958","92.0","5.3","1.3",".",".",".",".",".","",".",".","",".",".","1.3",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","202","3.918","87.6","8.9","3.0",".",".",".",".",".","",".",".","",".",".","0.5",".",".","."
"","Dept. Total","1267","3.696","69.2","14.9","7.7","3.2","1.3","0.9","0.9","1.1","",".",".","",".","0.5","0.1",".","0.1","0.2"
