"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","90","2.722","12.2","13.3","24.4","17.8","26.7","5.6",".",".",".",".",".",".",".",".",".","."
"","112
002","92","2.832","17.4","13.0","26.1","20.7","17.4","3.3","2.2",".",".",".",".",".",".",".",".","."
"","112
003","93","2.774","14.0","10.8","33.3","17.2","18.3","4.3","2.2",".",".",".",".",".",".",".",".","."
"","112
004","89","2.551","5.6","10.1","30.3","14.6","32.6","4.5","2.2",".",".",".",".",".",".",".",".","."
"","112
005","93","2.726","9.7","15.1","28.0","20.4","20.4","5.4","1.1",".",".",".",".",".",".",".",".","."
"","112
006","92","2.725","13.0","10.9","25.0","23.9","19.6","5.4","1.1",".",".",".",".",".",".",".",".","1.1"
"","112
007","81","2.543","11.1","8.6","25.9","13.6","30.9","6.2","3.7",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","630","2.700","11.9","11.7","27.6","18.4","23.5","4.9","1.7",".",".",".",".",".",".",".",".","0.2"
"","113
001","42","3.061","11.9","33.3","21.4","21.4","7.1","2.4",".",".",".",".",".",".",".",".",".","2.4"
"","113
002","44","2.727","4.5","13.6","31.8","27.3","20.5","2.3",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","86","2.888","8.1","23.3","26.7","24.4","14.0","2.3",".",".",".",".",".",".",".",".",".","1.2"
"","114
001","146","2.786","26.0","6.8","27.4","16.4","7.5","10.3","4.8",".","0.7",".",".",".",".",".",".","."
"","114
002","139","2.909","15.1","18.7","35.3","15.1","5.8","7.9","1.4",".","0.7",".",".",".",".",".",".","."
"Algebra and Trigonometry","Course Total","285","2.846","20.7","12.6","31.2","15.8","6.7","9.1","3.2",".","0.7",".",".",".",".",".",".","."
"","130
001","7","3.571","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","130
002","22","3.273","22.7","27.3","36.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","29","3.345","27.6","31.0","27.6","10.3","3.4",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng: Geom&Measrmnt","131
002","21","3.143","28.6","23.8","9.5","23.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","132
002","14","3.357","50.0",".","35.7",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","58","2.948","32.8","6.9","20.7","17.2","15.5","3.4","3.4",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig I","171
001","273","2.709","25.6","5.1","31.1","7.0","14.3","11.0","5.9",".",".",".",".",".",".",".",".","."
"","211
001","232","3.131","31.5","15.9","26.3","10.3","11.6","3.4","0.9",".",".",".",".",".",".",".",".","."
"","211
002","271","2.963","28.0","10.3","29.2","8.1","14.8","8.5","0.4",".",".",".",".",".","0.7",".",".","."
"Calculus","Course Total","503","3.041","29.6","12.9","27.8","9.1","13.3","6.2","0.6",".",".",".",".",".","0.4",".",".","."
"Calc/Intro-Differntl Equats","213
001","147","3.068","26.5","14.3","27.2","14.3","15.0","1.4","0.7",".",".",".",".",".","0.7",".",".","."
"","221
001","223","3.009","33.6","7.2","30.9","4.5","13.5","9.0","0.9",".",".",".",".",".","0.4",".",".","."
"","221
002","232","3.067","40.9","6.0","26.7","3.9","12.1","7.8","2.6",".",".",".",".",".",".",".",".","."
"","221
003","281","2.863","30.6","10.0","27.0","4.6","13.5","9.3","5.0",".",".",".",".",".",".",".",".","."
"","221
004","293","3.164","43.0","9.9","27.3","2.4","7.2","7.5","2.7",".",".",".",".",".",".",".",".","."
"","221
006","277","2.876","28.5","9.0","27.8","7.6","14.8","7.9","3.6",".",".",".",".",".","0.7",".",".","."
