"","990
034","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
035","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
036","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","55","",".",".",".",".",".",".",".","67.3","",".",".","",".","32.7",".",".",".","."
"GEOSCI
420","Dept. Total","1491","3.146","27.6","18.5","21.9","10.3","9.3","3.0","0.7","6.2","",".","0.1","",".","1.3","0.1",".","0.7","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","240","3.059","21.7","22.1","27.5","15.0","7.9","3.3","2.1",".","",".",".","",".",".",".",".",".","0.4"
"Sophomore","","354","3.125","26.8","20.6","24.6","11.3","12.1","3.4","0.6","0.3","",".",".","",".",".",".",".",".","0.3"
"Junior","","329","3.108","25.8","21.9","25.2","11.9","10.3","4.6","0.3",".","",".",".","",".",".",".",".",".","."
"Senior","","366","3.135","29.5","19.7","23.8","10.7","11.7","2.5","0.8","0.3","",".","0.3","",".","0.5","0.3",".",".","."
"Undergraduates","","1289","3.109","26.4","20.9","25.1","11.9","10.8","3.4","0.9","0.2","",".","0.1","",".","0.2","0.1",".",".","0.2"
"Special","","70","3.794","11.4","2.9","2.9",".",".",".",".","67.1","",".",".","",".",".",".",".","15.7","."
"Graduate","","132","3.914","47.7","3.0","1.5",".",".",".",".","33.3","",".",".","",".","13.6","0.8",".",".","."
"","Dept. Total","1491","3.146","27.6","18.5","21.9","10.3","9.3","3.0","0.7","6.2","",".","0.1","",".","1.3","0.1",".","0.7","0.1"
