"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Neurobiology","523
001","71","3.169","25.4","19.7","36.6","8.5","7.0","1.4","1.4",".",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","105","3.895","86.7","8.6","2.9","1.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"","601
001","22","3.568","50.0","31.8","13.6",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","601
002","24","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
003","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
004","26","3.938","80.8","11.5",".",".",".",".",".","3.8",".",".",".",".","3.8",".",".","."
"","601
005","26","3.904","84.6","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","25","3.580","48.0","32.0","8.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"","601
007","24","3.854","70.8","29.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
008","25","3.600","52.0","28.0","8.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","193","3.733","63.7","22.8","8.8","3.1",".","0.5",".","0.5",".",".",".",".","0.5",".",".","."
"Intermed Stats for Psychology","602
001","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","610
001","29","3.776","65.5","24.1","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biology of Mind","619
001","40","3.500","52.5","2.5","25.0",".","5.0","2.5",".","5.0",".",".",".",".","5.0",".",".","2.5"
"","621
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
005","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
006","8","3.870","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
007","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
009","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
014","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
016","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
020","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
022","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
023","20","3.897","90.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","621
024","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
029","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
038","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
039","18","3.939","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","8","3.786","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
044","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
049","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
053","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
057","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
065","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"","621
075","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
082","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 312 of 438",""
