"","990
082","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
083","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".",".",".","84.6","",".",".","",".","15.4",".",".",".","."
"ZOOLOGY
970","Dept. Total","2012","3.144","36.1","12.2","26.9","6.0","11.5","2.7","0.6","2.0","",".","0.3","",".","1.0","0.2","0.0","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","2.842","17.7","8.3","35.4","8.3","27.1","3.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","394","2.953","22.3","12.7","36.8","7.6","16.0","4.1",".",".","",".",".","",".",".","0.3",".",".","0.3"
"Junior","","550","3.089","29.8","12.9","33.8","7.3","10.5","3.5","1.5",".","",".",".","",".",".","0.7",".",".","."
"Senior","","814","3.316","48.3","13.0","18.8","4.8","9.6","1.7","0.6","0.1","",".","0.9","",".","1.8",".","0.1",".","0.2"
"Undergraduates","","1854","3.131","35.7","12.7","27.9","6.3","12.1","2.8","0.7","0.1","",".","0.4","",".","0.8","0.3","0.1",".","0.2"
"Special","","27","3.235","44.4","11.1","18.5",".","14.8","7.4",".",".","",".",".","",".",".",".",".","3.7","."
"Graduate","","130","3.500","40.8","6.2","13.8","3.1","1.5",".",".","30.0","",".",".","",".","4.6",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2012","3.144","36.1","12.2","26.9","6.0","11.5","2.7","0.6","2.0","",".","0.3","",".","1.0","0.2","0.0","0.0","0.1"
