"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"The Teaching of Reading","Course Total","63","3.992","96.8","1.6",".",".",".",".",".",".",".",".",".",".","1.6",".",".","."
"","369
002","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
003","41","3.976","97.6",".","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","62","3.968","95.2","3.2","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","370
001","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
003","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","65","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
003","8","",".",".",".",".",".",".",".",".",".","87.5",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","51","",".",".",".",".",".",".",".",".",".","98.0",".",".",".",".",".","."
"","375
001","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
003","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
004","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
005","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
006","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","Course Total","100","3.894","81.0","16.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of English","396
001","18","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","399
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"St Teach Music Gen/Instr","410
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching Pop Inst Mus 1","420
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prgm Planning-Fam&Consmr Ed","428
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","454
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","454
002","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-Middle School","Course Total","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","463
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","463
002","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sem. in Pre-K Through MS Teach","Course Total","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","464
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
