"L&S","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY
205","Dept. Total","1575","2.934","19.9","10.6","39.6","7.0","17.1","4.2","1.0","",".","0.1",".","",".","0.2","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","183","2.559","9.3","6.0","39.3","10.4","23.5","8.2","3.3","",".",".",".","",".",".",".",".",".","."
"Sophomore","","754","2.930","18.7","9.8","42.7","7.6","17.6","3.1","0.5","",".",".",".","",".",".",".",".",".","."
"Junior","","533","3.016","22.7","13.5","37.9","5.8","13.9","4.7","0.8","",".","0.2",".","",".",".","0.2",".",".","0.4"
"Senior","","101","3.000","32.7","8.9","26.7","3.0","19.8","3.0","2.0","",".",".",".","",".","3.0","1.0",".",".","."
"Undergraduates","","1571","2.933","19.9","10.6","39.7","7.0","17.2","4.2","1.0","",".","0.1",".","",".","0.2","0.1",".",".","0.1"
"Special","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1575","2.934","19.9","10.6","39.6","7.0","17.1","4.2","1.0","",".","0.1",".","",".","0.2","0.1",".",".","0.1"
