"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14218","3.420","43.3","20.7","16.4","6.0","4.1","1.3","0.5","4.9","0.0","0.7","0.0","1.6","0.3","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","315","3.666","65.1","20.0","8.6","2.9","1.3","1.0","0.6",".",".","0.3",".",".","0.3",".",".","."
"Sophomore","","1196","3.191","47.7","16.3","15.5","9.1","6.1","3.7","1.3",".",".",".",".",".","0.3",".",".","."
"Junior","","2680","3.239","37.8","23.7","20.5","9.2","5.5","2.1","0.8",".",".","0.1",".",".","0.1","0.1",".","."
"Senior","","6970","3.422","45.5","22.5","18.7","6.4","4.5","1.1","0.4","0.1",".","0.5","0.0",".","0.2",".","0.0","0.0"
"Undergraduates","","11161","3.365","44.5","22.1","18.5","7.3","4.8","1.6","0.6","0.0",".","0.4","0.0",".","0.2","0.0","0.0","0.0"
"Special","","271","3.357","40.2","21.8","20.3","5.5","5.9","0.7","1.5","1.8",".","0.7","0.4",".","0.4","0.4","0.4","."
"Graduate","","3172","3.714","42.5","13.5","6.8","1.0","0.8",".","0.2","23.9","0.2","3.2",".","7.1","0.7","0.0","0.1","."
"Prof Yr 2","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".","100.0",".",".",".","."
"Professionals","","4","4.000","75.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"","College Total","14608","3.420","44.0","20.2","16.0","5.9","4.0","1.2","0.5","5.3","0.0","1.0","0.0","1.5","0.3","0.0","0.0","0.0"
