"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"453
Embedded Microproc System Dsgn","001","","29","3.966","96.6",".","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"462
Medical Instrumentation","001","","6","2.917","16.7","16.7","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"489
Honors in Research","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Design Project","Course Total","","2","***","","","","","","","","","","","","","","","",""
"506
Software Engineering","001","","7","2.500",".","28.6","28.6","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".","."
"512
Power Electronics Lab","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"524
Introduction to Optimization","001","","11","3.091","36.4","9.1","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"528
Plasma Processng & Technlgy","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"532
Mtrx Mthds in Machine Learning","001","","21","3.690","66.7","19.0","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"533
Image Processing","001","","50","3.600","46.0","40.0","12.0",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"536
Integrated Optics&Optoelect","001","","7","3.667","28.6","57.1",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrk","001","","14","3.286","28.6","42.9","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"542
Intro to Microelectromech Sys","001","","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"548
Integrated Circuit Design","001","","11","3.227","36.4","9.1","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","87","3.333","26.4","33.3","29.9","5.7","3.4",".","1.1",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","56","3.643","44.6","44.6","5.4","5.4",".",".",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","23","3.152","30.4","8.7","39.1","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"610
Grad Seminar in ECE","001","","82","3.841","81.7","13.4","2.4","1.2",".",".","1.2",".",".",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","29","3.986","86.2","3.4",".",".",".",".",".","6.9",".",".",".",".","3.4",".",".","."
"702
Grad Cooperative Educ Program","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"712","001","","22","3.932","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","003","","12","3.727","50.0","33.3","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Solid State Power Conversn","Course Total","","34","3.864","76.5","14.7","5.9",".",".",".",".",".",".",".",".",".","2.9",".",".","."
