"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMENS STUDIE Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Gender Community Seminar","100","001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gender, Women & Society-Global","102","001","237","3.828","77.2","14.8","2.1","2.1","1.3",".","0.4",".",".",".",".",".","1.7",".",".","0.4"
"Womens Bodies-Hlth&Disease","103","001","230","3.800","70.9","23.0","3.5",".","0.9","0.4","0.4","0.9",".",".",".",".",".",".",".","."
"Women in World History","134","001","54","3.667","75.9","11.1","3.7","3.7","1.9",".","3.7",".",".",".",".",".",".",".",".","."
"Intro to LGBTQ+ Studies","200","001","109","3.472","35.8","41.3","13.8","2.8","3.7","0.9","0.9",".",".",".",".",".","0.9",".",".","."
"Intro to Black Women's Studies","221","001","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","320","001","37","3.797","73.0","18.9","5.4",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","320","002","32","3.375","18.8","53.1","18.8","3.1","6.3",".",".",".",".",".",".",".",".",".",".","."
"Topics-Gender, Women & Society","","Course Total","69","3.601","47.8","34.8","11.6","1.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"Topics in LGBTQ Sexuality","340","001","33","3.667","54.5","30.3","12.1",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"","350","001","20","3.700","80.0","10.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","350","002","13","3.654","61.5","23.1","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","","Course Total","33","3.682","72.7","15.2","6.1",".","3.0",".","3.0",".",".",".",".",".",".",".",".","."
"Sex and Power","361","001","45","3.273","28.9","33.3","20.0","6.7","4.4","2.2","2.2","2.2",".",".",".",".",".",".",".","."
"Topics in Gender & Disability","370","001","21","3.857","90.5",".",".","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Crime, Gender and Justice","425","001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Body in Theory","445","001","37","3.622","54.1","32.4","10.8",".",".",".","2.7",".",".",".",".",".",".",".",".","."
"Feminism&Soc&Culturl Theory","449","001","36","3.694","66.7","22.2","8.3",".",".",".","2.8",".",".",".",".",".",".",".",".","."
"Women and Politics","469","001","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Women and Gender","522","001","28","3.536","50.0","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Biology and Gender","530","001","26","3.481","61.5","15.4","11.5","3.8",".","3.8","3.8",".",".",".",".",".",".",".",".","."
"History of the (American) Body","532","001","16","2.938",".","37.5","43.8","12.5",".",".","6.3",".",".",".",".",".",".",".",".","."
"Spec Topics-Women & Health","533","001","39","3.905","79.5","12.8","2.6",".",".",".",".",".",".",".",".",".","5.1",".",".","."
"Gender Sexuality Reproduction","534","001","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gender, Race&Civil Rgts Mvmnt","625","001","6","3.250","33.3","33.3",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Capstone Smr in Gender & Wm St","640","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis I","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Senior Thesis I","691","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","720","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","720","002","18","3.941","83.3","11.1",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Spec Topics-Gender&Wmn","","Course Total","21","3.945","85.7","9.5",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Sex/Gender-Related Iss in C&I","760","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research & Thesis","790","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 342 of 438",""
