"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRO-AMERICAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","",""
"Intro-Contemp Afro-Am Soc","151","001","23","2.952","4.3","30.4","21.7","21.7","13.0",".",".","4.3",".",".",".",".","4.3",".",".","."
"Hip-Hop and Cont Am Society","154","001","177","3.831","68.9","28.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music&Am Cultrl Hist","156","001","272","3.798","62.9","26.8","5.9",".",".",".",".","4.4",".",".",".",".",".",".",".","."
"Intro to Black Women's Studies","221","001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-AfricanAmer Dramatic Lit","225","001","23","3.565","60.9","13.0","17.4","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"Masterpieces of Afro Amer Lit","227","001","27","3.500","40.7","22.2","11.1","3.7","7.4",".",".",".",".",".",".",".","7.4",".","7.4","."
"Intro-Africn Art&Architectr","241","001","26","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in African Amer Culture","271","001","27","3.704","70.4","14.8","11.1",".",".","3.7",".",".",".",".",".",".",".",".",".","."
"Race&Am Pol:New Deal-New Right","272","001","31","3.885","64.5","19.4",".",".",".",".",".","12.9",".",".",".",".","3.2",".",".","."
"Africa: Introductory Survey","277","001","11","3.455","18.2","54.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Blacks, Film, and Society","303","001","32","3.517","50.0","18.8","12.5","9.4",".","3.1",".",".",".",".",".",".","6.3",".",".","."
"The Caribbean & its Diasporas","347","001","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Major Authors","525","001","11","3.591","72.7","9.1",".",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Gender, Race&Civil Rgts Mvmnt","625","001","12","3.318","33.3","25.0","25.0",".",".","8.3",".",".",".",".",".",".","8.3",".",".","."
"Hist-Civ Rghts Movmnt in US","628","001","16","2.714",".","31.3","12.5","31.3","6.3",".","6.3",".",".",".",".",".","12.5",".",".","."
"Colloq in Afro-Am History","631","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit","672","001","21","3.733","47.6","9.5","14.3",".",".",".",".","19.0",".",".",".",".","9.5",".",".","."
"Topics in Afro-Am Society","673","001","21","3.375","9.5","61.9","14.3","9.5",".",".",".","4.8",".",".",".",".",".",".",".","."
"","699","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study-Afro-Am Stdy","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Research and Thesis","790","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
