"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"711
Pers Nutr-Genomics & Genetics","001","","29","3.964","89.7","6.9",".",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"720
Advanced Nutrition Assessment","001","","24","3.750","66.7","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"799
Pract-Nutri Sciences Tchg","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901
Smr-Nutr&Metabolism (Adv)","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931
Seminar-Nutrition","001","","28","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","008","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","","31","",".",".",".",".",".",".",".","83.9",".",".",".","16.1",".",".",".","."
