"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6438","3.766","45.3","13.2","5.2","0.7","0.4","0.1","0.1","23.9","0.1","8.1","",".","1.4","0.4","0.0","1.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.395","45.5","22.7","18.2","9.1","4.5",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","122","3.562","63.9","16.4","8.2","1.6","4.9","0.8","2.5",".",".",".","",".",".",".",".","1.6","."
"Junior","","316","3.765","74.1","12.3","9.2","1.3","1.9","0.3",".",".",".",".","",".",".","0.3",".","0.6","."
"Senior","","715","3.783","77.3","10.2","7.6","1.1","1.3","0.3","0.4","0.8",".",".","",".","0.4",".",".","0.6","."
"Undergraduates","","1175","3.747","74.5","11.7","8.3","1.4","1.9","0.3","0.5","0.5",".",".","",".","0.3","0.1",".","0.7","."
"Special","","135","3.766","63.7","9.6","7.4","0.7","2.2",".",".","1.5",".",".","",".",".",".",".","14.8","."
"Graduate","","1434","3.725","44.2","13.2","5.6","0.8","0.2",".",".","24.5",".","3.3","",".","5.4","0.2",".","2.1","0.3"
"Prof Yr 1","","1120","3.685","27.1","17.4","5.9","0.3",".",".",".","31.7","0.3","16.7","",".","0.1","0.2",".",".","0.4"
"Prof Yr 2","","770","3.734","21.2","13.1","2.1",".",".",".",".","48.2","0.1","13.9","",".","0.5","0.3",".",".","0.6"
"Prof Yr 3","","465","3.864","4.3","1.1","0.2",".",".",".",".","57.8",".","36.1","",".","0.2",".",".",".","0.2"
"Prof Yr 4","","1382","3.858","63.4","14.9","4.4","0.7",".",".",".","13.2",".","0.9","",".","0.2","1.3","0.1","0.9","."
"Professionals","","3737","3.789","36.4","13.6","3.9","0.3",".",".",".","31.5","0.1","12.7","",".","0.2","0.6","0.0","0.3","0.3"
"","College Total","6481","3.766","45.6","13.1","5.1","0.6","0.4","0.1","0.1","23.7","0.1","8.1","",".","1.4","0.4","0.0","1.1","0.2"
