"","990
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
111","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
130","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","36","",".",".",".",".",".",".",".","97.2",".",".",".","2.8",".",".",".","."
"COMP SCI
266","Dept. Total","6601","3.188","31.6","19.3","21.8","10.2","7.3","2.4","1.7","3.4","0.0","1.6","0.1","0.1","0.2","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","388","3.045","31.2","18.8","23.7","10.8","8.0","3.1","3.1","0.3",".","0.5",".",".","0.3",".",".","0.3"
"Sophomore","","1045","3.142","30.4","20.0","23.8","11.3","8.5","2.8","1.7","0.1",".","1.1","0.1",".",".",".",".","0.1"
"Junior","","1599","3.087","26.6","18.6","27.0","11.9","8.6","2.6","2.6","0.1",".","1.9","0.3",".",".",".",".","0.1"
"Senior","","2210","3.081","25.9","19.4","23.9","13.2","9.0","3.2","1.6","0.6",".","2.3","0.1","0.3","0.3","0.1",".","0.2"
"Undergraduates","","5242","3.092","27.4","19.2","24.8","12.3","8.7","2.9","2.0","0.3",".","1.8","0.1","0.1","0.1","0.0",".","0.1"
"Special","","303","3.452","46.9","23.4","16.5","3.6","4.6","1.7","1.3",".",".","1.3","0.3",".","0.3",".",".","."
"Graduate","","1068","3.683","48.8","18.4","8.3","1.7","0.9","0.1","0.4","19.7","0.1","0.5",".","0.1","0.5",".","0.7","."
"","Dept. Total","6613","3.188","31.7","19.3","21.8","10.2","7.2","2.4","1.7","3.4","0.0","1.6","0.1","0.1","0.2","0.0","0.1","0.1"
