"","660
002","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research Mentor Training","Course Total","6","",".",".",".",".",".",".","",".",".","",".","100.0","",".","",".","",".",".",".","."
"Special Topics","675
001","6","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Practicum in Science Teaching","850
001","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTEGSCI
503","Dept. Total","330","3.886","83.9","7.9","2.7","0.9","0.6","0.6","",".","1.5","",".","1.8","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","212","3.876","84.4","9.9","3.8","0.9","0.5","0.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","73","3.931","93.2","4.1",".",".","1.4","1.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","19","3.879","84.2","10.5","5.3",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","9","3.769","88.9",".",".","11.1",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","313","3.885","86.6","8.3","2.9","1.0","0.6","0.6","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","17","4.000","35.3",".",".",".",".",".","",".","29.4","",".","35.3","",".","",".","",".",".",".","."
"","Dept. Total","330","3.886","83.9","7.9","2.7","0.9","0.6","0.6","",".","1.5","",".","1.8","",".","",".","",".",".",".","."
