"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"206
Introduction to the Qur'an","001","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"244
SE Asia:Vietnam to Philipns","001","6","2.500","16.7","16.7","16.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".","16.7"
"274
Religion in South Asia","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"311
Modern Indian Literatures","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"379
Cities of Asia","001","6","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"478
Indian Writers Abroad","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"624
Meditation-Buddhism & Hinduism","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"630
Proseminar: Cultures of Asia","001","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"699
Directed Study","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799
Independent Study","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".",".",".","80.0",".",".",".","10.0","10.0",".",".","."
