"PHM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","125
001","22","3.955","90.9","9.1",".",".",".","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","125
002","23","4.000","100.0",".",".",".",".","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Exploring Pharmacy I","Course Total","45","3.978","95.6","4.4",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Selected Topics in Pharmacy","490
001","23","4.000","100.0",".",".",".",".","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Safety & Quality-Med Use Sys","608
001","138","3.928","88.4","9.4","1.4","0.7",".","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Drug Interactions","635
001","17","3.500","35.3","29.4","35.3",".",".","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Phmceut Biotech&Phmacogenomics","645
001","135","3.263","25.9","11.1","54.8","5.9","2.2","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Research Ethics","800
001","35","3.671","48.6","37.1","14.3",".",".","",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"PHARMACY
726","Dept. Total","393","3.699","62.6","12.2","22.1","2.3","0.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.971","94.3","5.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","45","3.978","95.6","4.4",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","33","3.662","45.5","39.4","15.2",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","12","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","299","3.660","57.5","11.0","27.4","3.0","1.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","312","3.666","59.3","10.6","26.3","2.9","1.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","393","3.699","62.6","12.2","22.1","2.3","0.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
