"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","319","3.610","56.4","22.3","9.7","2.8","1.9","1.3","0.6","4.4","",".",".","",".","",".","0.3","0.3",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","71","3.681","64.8","22.5","9.9",".","1.4",".","1.4",".","",".",".","",".","",".",".",".",".","."
"Sophomore","66","3.492","51.5","25.8","9.1","4.5","6.1","3.0",".",".","",".",".","",".","",".",".",".",".","."
"Junior","72","3.574","50.0","29.2","13.9","4.2","1.4","1.4",".",".","",".",".","",".","",".",".",".",".","."
"Senior","70","3.618","61.4","24.3","7.1","4.3",".","1.4","1.4",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","279","3.591","57.0","25.4","10.0","3.2","2.2","1.4","0.7",".","",".",".","",".","",".",".",".",".","."
"Special","6","3.429","16.7",".","16.7",".",".",".",".","50.0","",".",".","",".","",".",".","16.7",".","."
"Graduate","34","3.892","58.8",".","5.9",".",".",".",".","32.4","",".",".","",".","",".","2.9",".",".","."
"Dept. Total","319","3.610","56.4","22.3","9.7","2.8","1.9","1.3","0.6","4.4","",".",".","",".","",".","0.3","0.3",".","."
