"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Appl Dyn Sys, Chaos&Modelng","415
001","47","3.170","29.8","31.9","12.8","2.1","21.3",".","2.1",".",".",".",".",".",".",".",".","."
"","421
001","32","2.672","15.6","9.4","28.1","6.3","34.4","3.1","3.1",".",".",".",".",".",".",".",".","."
"","421
002","38","3.224","39.5","23.7","13.2","10.5","5.3","5.3","2.6",".",".",".",".",".",".",".",".","."
"","421
003","28","3.054","32.1","21.4","14.3","10.7","14.3","3.6","3.6",".",".",".",".",".",".",".",".","."
"","421
004","39","3.205","35.9","25.6","15.4","10.3","7.7",".","5.1",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","137","3.055","31.4","20.4","17.5","9.5","14.6","2.9","3.6",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425
001","8","3.000","37.5","12.5","12.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"","431
001","46","2.913","21.7","8.7","32.6","8.7","26.1","2.2",".",".",".",".",".",".",".",".",".","."
"","431
002","45","2.898","20.0","4.4","44.4","6.7","17.8","2.2","2.2","2.2",".",".",".",".",".",".",".","."
"","431
004","46","3.293","54.3","6.5","15.2","4.3","15.2","2.2","2.2",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","137","3.037","32.1","6.6","30.7","6.6","19.7","2.2","1.5","0.7",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","23","2.957","30.4","17.4","26.1",".","8.7","17.4",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","21","3.286","42.9","4.8","28.6","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 281 of 438",""
